id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15,condtion
4114601570,2014-11-18,3600000.0,3,3.25,5020,12431,2.0,1.0,4.0,5.0,3420,1600.0,1941,98144,3680,12620,2.0
9253900271,2015-01-07,3570000.0,5,4.5,4850,10584,2.0,1.0,4.0,5.0,3540,1310.0,2007,98008,3470,18270,2.0
2525049148,2014-10-07,3420000.0,5,5.0,5450,20412,2.0,0.0,0.0,7.0,5450,?,2014,98039,3160,17825,2.0
1118000320,2015-05-08,3400000.0,4,4.0,4260,11765,2.0,0.0,0.0,7.0,3280,980.0,1939,98112,4260,10408,2.0
3126059023,2015-03-03,3400000.0,4,3.5,4730,47870,1.0,1.0,4.0,5.0,2940,1790.0,1954,98033,3250,49346,2.0
9362000040,2014-06-23,3400000.0,3,4.5,5230,17826,2.0,1.0,4.0,5.0,3740,1490.0,2005,98040,3670,17826,2.0
9808100150,2015-04-02,3350000.0,5,3.75,5350,15360,1.0,0.0,1.0,7.0,3040,2310.0,2008,98004,3740,15940,2.0
1346300150,2014-10-20,3300000.0,8,4.0,7710,11750,3.5,0.0,0.0,6.0,6090,1620.0,1904,98112,4210,8325,4.0
3625059152,2014-12-30,3300000.0,3,3.25,4220,41300,1.0,1.0,4.0,7.0,2460,1760.0,1958,98008,3810,30401,3.0
7524900003,2014-12-10,3280000.0,2,1.75,6840,10000,2.5,1.0,4.0,7.0,4350,2490.0,2001,98008,3120,12300,2.0
251500080,2014-08-26,3200000.0,4,4.0,4810,18851,2.0,0.0,3.0,7.0,4810,0.0,2007,98004,3970,19929,2.0
624069108,2014-08-12,3200000.0,4,3.25,7000,28206,1.0,1.0,4.0,6.0,3500,3500.0,1991,98075,4913,14663,3.0
1068000375,2014-09-23,3200000.0,6,5.0,7100,18200,2.5,0.0,0.0,8.0,5240,1860.0,1933,98199,3130,6477,2.0
7159200005,2014-05-07,3200000.0,7,4.5,6210,8856,2.5,0.0,2.0,7.0,4760,1450.0,1910,98109,2940,5400,4.0
333100295,2014-11-24,3120000.0,3,3.5,4490,56609,2.0,1.0,4.0,6.0,4490,0.0,1993,98034,2710,51330,2.0
2424049029,2014-05-29,3100000.0,6,4.25,6980,15682,3.0,0.0,4.0,6.0,5330,1650.0,1999,98040,3930,18367,3.0
3025059093,2014-07-29,3100000.0,5,5.25,5090,23669,2.0,0.0,0.0,6.0,5090,0.0,2006,98004,3830,22605,2.0
4131900066,2014-08-25,3100000.0,3,3.0,3920,13085,2.0,1.0,4.0,7.0,3920,0.0,1996,98040,3450,13287,3.0
3225069065,2014-06-24,3080000.0,4,5.0,4550,18641,1.0,1.0,4.0,5.0,2600,1950.0,2002,98074,4550,19508,2.0
3760500116,2014-11-20,3070000.0,3,2.5,3930,55867,1.0,1.0,4.0,3.0,2330,1600.0,1957,98034,2730,26324,3.0
9808100100,2015-02-02,3000000.0,5,3.25,5370,14091,2.0,0.0,0.0,5.0,3850,1520.0,1918,98004,2410,12047,2.0
3761100045,2014-06-18,3000000.0,4,4.25,4850,12445,2.0,1.0,4.0,5.0,3850,1000.0,1989,98034,3350,12210,4.0
1118000340,2015-04-08,3000000.0,5,3.75,4590,11265,2.0,0.0,0.0,7.0,3450,1140.0,1927,98112,3870,8996,3.0
518500480,2014-08-11,3000000.0,3,3.5,4410,10756,2.0,1.0,4.0,7.0,3430,980.0,2014,98056,3550,5634,2.0
3303850390,2014-12-12,2980000.0,5,5.5,7400,18898,2.0,0.0,3.0,8.0,6290,1110.0,2001,98006,6110,26442,2.0
1176001310,2015-03-04,2950000.0,5,4.5,4340,5722,3.0,0.0,4.0,5.0,4340,0.0,2010,98107,1770,5250,2.0
2524049166,2014-09-18,2950000.0,5,4.75,6240,47480,1.0,0.0,3.0,7.0,4610,1630.0,2003,98040,4170,17668,2.0
3625049014,2014-08-29,2950000.0,4,3.5,4860,23885,2.0,0.0,0.0,6.0,4860,0.0,1996,98039,3580,16054,2.0
1370800515,2014-10-30,2950000.0,4,4.25,4470,5884,2.0,0.0,1.0,7.0,3230,1240.0,2010,98199,2570,6000,2.0
5317100750,2014-07-11,2920000.0,4,4.75,4575,24085,2.5,0.0,2.0,5.0,3905,670.0,1926,98112,3900,9687,4.0
6447300365,2014-11-13,2900000.0,5,4.0,5190,14600,2.0,0.0,1.0,7.0,5190,0.0,2013,98039,3840,19250,2.0
2624049091,2015-03-13,2900000.0,5,2.5,3750,91681,2.0,1.0,4.0,5.0,3750,0.0,1925,98118,3540,24293,2.0
5316101075,2014-09-26,2890000.0,7,3.0,5350,14400,2.5,0.0,0.0,5.0,5020,330.0,1910,98112,3050,7469,3.0
2303900090,2014-07-29,2880000.0,4,2.5,5760,32033,2.0,0.0,4.0,6.0,4390,1370.0,1994,98177,3420,28475,3.0
6065300840,2015-05-01,2850000.0,4,4.0,5040,17208,1.0,0.0,0.0,5.0,2870,2170.0,1976,98006,4050,18647,4.0
1069000070,2015-04-15,2800000.0,5,3.25,4590,12793,2.0,0.0,2.0,7.0,3590,1000.0,1928,98199,2920,8609,4.0
624069035,2014-12-09,2750000.0,4,4.0,4130,5575,2.0,1.0,4.0,5.0,2860,1270.0,1993,98075,2980,5575,3.0
3859900060,2015-01-12,2750000.0,5,4.0,6300,16065,2.0,0.0,1.0,6.0,4360,1940.0,2004,98004,3260,17287,2.0
7397300220,2014-05-29,2750000.0,4,3.25,4430,21000,2.0,0.0,0.0,5.0,4430,0.0,1952,98039,3930,20000,2.0
5249800010,2014-12-03,2730000.0,4,4.25,6410,43838,2.5,0.0,2.0,6.0,5610,800.0,1906,98144,2270,6630,3.0
2524069078,2015-01-22,2700000.0,4,4.0,7850,89651,2.0,0.0,0.0,6.0,7850,0.0,2006,98027,6210,95832,2.0
856000195,2014-05-21,2700000.0,5,4.75,5305,8401,2.0,0.0,2.0,7.0,3745,1560.0,2005,98033,2960,7200,2.0
5442300807,2014-06-24,2700000.0,5,2.75,3831,13800,2.0,1.0,4.0,4.0,3831,0.0,1959,98040,3850,36563,2.0
3126059027,2015-03-18,2650000.0,4,3.5,4700,13730,2.0,0.0,3.0,7.0,3500,1200.0,1958,98033,3210,15306,2.0
8084900160,2015-02-12,2640000.0,5,4.25,4660,16200,2.0,0.0,2.0,7.0,4660,0.0,2005,98004,3340,16200,2.0
2397101606,2014-12-08,2630000.0,6,4.75,5540,7200,2.5,0.0,2.0,7.0,3950,1590.0,1909,98119,2930,7200,3.0
2923500230,2014-12-16,2600000.0,4,4.5,5270,12195,2.0,1.0,4.0,7.0,3400,1870.0,1979,98027,3390,9905,2.0
3623500408,2015-03-30,2600000.0,3,3.0,3410,16015,2.0,1.0,4.0,5.0,2220,1190.0,1973,98040,3760,16572,3.0
5316100780,2014-09-22,2580000.0,4,3.5,3280,3800,2.0,0.0,0.0,7.0,2880,400.0,2011,98112,2050,3800,2.0
7768700300,2014-12-05,2580000.0,4,4.25,5540,15408,2.0,0.0,1.0,7.0,4280,1260.0,2006,98004,3570,14750,2.0
2260300060,2015-04-10,2580000.0,5,3.0,4780,20440,1.0,0.0,0.0,5.0,3660,1120.0,1975,98039,4660,20440,3.0
6613000935,2014-05-13,2560000.0,4,2.5,5300,26211,2.0,1.0,2.0,5.0,4570,730.0,1923,98105,3890,19281,1.0
1954700410,2014-08-01,2550000.0,4,3.0,4190,8805,2.5,0.0,2.0,4.0,3490,700.0,1928,98112,3780,8558,4.0
1118001408,2014-11-24,2540000.0,5,4.75,5410,13431,2.0,0.0,0.0,5.0,5050,360.0,1941,98112,3750,11596,3.0
7490000040,2014-07-18,2540000.0,5,3.25,3730,10626,1.0,0.0,4.0,5.0,3730,0.0,1963,98004,4180,19110,3.0
9471200370,2015-03-30,2540000.0,4,3.0,3710,20000,2.0,0.0,2.0,5.0,2760,950.0,1936,98105,3970,20000,4.0
9185700485,2015-04-01,2540000.0,4,3.5,4350,6000,2.0,0.0,0.0,5.0,2970,1380.0,1908,98112,4190,7200,4.0
3377900195,2014-09-29,2530000.0,4,5.5,6930,45100,1.0,0.0,0.0,7.0,4310,?,1950,98006,2560,37766,3.0
7631800015,2015-04-07,2510000.0,3,3.25,5480,57990,2.0,1.0,4.0,7.0,5480,0.0,1991,98166,2500,22954,2.0
6072800170,2015-04-28,2500000.0,4,4.0,3330,24354,1.0,0.0,0.0,5.0,3330,0.0,1961,98006,3880,25493,3.0
9471200265,2015-05-05,2500000.0,4,3.25,3960,16224,2.0,0.0,2.0,6.0,3100,860.0,1938,98105,3960,15050,2.0
5700003585,2014-12-29,2500000.0,5,3.25,5620,12672,2.0,0.0,0.0,7.0,4140,1480.0,1916,98144,4470,8050,3.0
1324049015,2014-11-11,2490000.0,4,2.5,3440,23954,1.5,1.0,3.0,5.0,2260,1180.0,1931,98040,4230,18723,4.0
9831200500,2015-03-04,2480000.0,5,3.75,6810,7500,2.5,0.0,0.0,8.0,6110,700.0,1922,98102,2660,7500,2.0
1176001293,2014-06-17,2480000.0,3,3.25,4340,4947,2.0,0.0,3.0,7.0,3060,1280.0,1993,98107,1680,5250,2.0
1118002000,2014-06-24,2470000.0,5,4.75,6390,13180,2.0,0.0,0.0,5.0,4560,1830.0,1940,98112,4010,8137,2.0
3262300555,2014-07-08,2460000.0,4,5.25,6500,14986,2.0,0.0,0.0,7.0,5180,1320.0,2001,98039,2270,8119,2.0
2210500010,2014-09-30,2450000.0,7,4.25,4670,23115,2.0,0.0,2.0,7.0,4670,0.0,1992,98039,3240,13912,2.0
4389201250,2014-05-13,2450000.0,5,4.0,4430,9000,2.0,0.0,0.0,5.0,4430,0.0,2013,98004,2470,9490,2.0
5700004028,2015-04-17,2450000.0,4,4.25,4250,6552,2.0,0.0,3.0,5.0,2870,1380.0,2008,98144,3640,8841,3.0
2426039123,2015-01-30,2420000.0,5,4.75,7880,24250,2.0,0.0,2.0,8.0,7880,0.0,1996,98177,2740,10761,2.0
853200040,2015-04-28,2410000.0,5,2.5,4600,23250,1.5,0.0,2.0,4.0,3600,1000.0,1918,98004,5500,20066,2.0
6072800265,2014-08-13,2400000.0,4,3.25,3800,19798,2.0,0.0,0.0,5.0,3800,0.0,1969,98006,3940,18975,2.0
9185700440,2014-07-28,2400000.0,4,3.5,5860,7200,2.0,0.0,0.0,5.0,3690,2170.0,1907,98112,4150,7200,4.0
3398800055,2014-11-19,2400000.0,4,3.75,4090,24825,2.0,0.0,0.0,7.0,3400,690.0,1926,98102,3910,11500,3.0
4045100075,2015-03-25,2400000.0,4,4.25,4890,15188,2.0,0.0,2.0,7.0,3090,1800.0,1999,98040,3470,16201,2.0
2025069065,2014-09-29,2400000.0,4,2.5,3650,8354,1.0,1.0,4.0,4.0,1830,1820.0,2000,98074,3120,18841,2.0
6169900790,2014-06-20,2400000.0,6,4.5,5480,10800,2.0,0.0,3.0,4.0,4430,1050.0,1999,98119,2970,7200,3.0
1725059316,2014-11-20,2390000.0,4,4.0,6330,13296,2.0,0.0,2.0,8.0,4900,1430.0,2000,98033,2200,9196,2.0
1860600135,2014-05-02,2380000.0,5,2.5,3650,9050,2.0,0.0,4.0,5.0,3370,280.0,1921,98119,2880,5400,4.0
6072800205,2014-11-19,2380000.0,4,2.5,3220,20251,1.0,0.0,0.0,5.0,3220,0.0,1969,98006,4200,22114,2.0
2154970020,2014-07-03,2350000.0,4,4.25,5010,19412,2.0,0.0,1.0,7.0,4000,1010.0,2014,98040,3820,17064,2.0
625059051,2014-09-03,2350000.0,4,2.25,4370,22863,2.5,0.0,3.0,5.0,3670,?,1907,98033,2980,22863,3.0
4139900180,2015-04-20,2340000.0,4,2.5,4500,35200,1.0,0.0,0.0,8.0,4500,0.0,1988,98006,4760,35200,2.0
4139300135,2014-07-09,2320000.0,5,4.75,5780,17004,2.0,0.0,0.0,7.0,4260,1520.0,2006,98040,3460,10855,2.0
8043700105,2015-04-17,2300000.0,4,4.0,4360,8175,2.5,1.0,4.0,5.0,3940,420.0,2007,98008,2670,8525,2.0
1118001201,2015-01-30,2300000.0,4,2.5,3370,8402,1.0,0.0,0.0,5.0,2240,1130.0,1962,98112,3190,8700,4.0
3880900170,2014-08-05,2300000.0,4,2.5,3280,7100,2.0,0.0,4.0,5.0,2180,1100.0,1911,98119,3240,6674,2.0
5536100005,2014-08-08,2300000.0,7,4.75,5310,8816,2.0,0.0,0.0,5.0,3650,1660.0,2013,98004,2920,10610,2.0
1732801150,2014-07-01,2300000.0,4,4.75,3970,9778,2.0,0.0,2.0,7.0,3390,580.0,1928,98119,3970,8460,3.0
4389200765,2014-06-25,2300000.0,4,3.25,4250,8570,2.0,0.0,0.0,4.0,4250,0.0,2004,98004,2830,12821,2.0
1225069038,2014-05-05,2280000.0,7,8.0,13540,307752,3.0,0.0,4.0,6.0,9410,4130.0,1999,98053,4850,217800,2.0
3625049088,2014-07-02,2270000.0,4,3.25,4040,18916,1.0,0.0,0.0,4.0,4040,0.0,1954,98039,3000,18831,3.0
4386700135,2014-11-14,2250000.0,4,2.25,4760,8036,2.5,0.0,0.0,4.0,3390,1370.0,1916,98112,2950,9323,4.0
7855801670,2015-04-01,2250000.0,4,3.25,5180,19850,2.0,0.0,3.0,6.0,3540,1640.0,2006,98006,3160,9750,2.0
9831200159,2014-08-06,2250000.0,3,3.25,3890,3452,2.0,0.0,0.0,6.0,2890,1000.0,2006,98102,2860,2199,2.0
5316100980,2015-03-26,2250000.0,3,3.0,4040,7200,1.5,0.0,2.0,4.0,3340,700.0,1930,98112,3450,10800,3.0
1954700695,2014-06-12,2250000.0,5,4.25,4860,9453,1.5,0.0,1.0,5.0,3100,1760.0,1905,98112,3150,8557,4.0
5316100920,2014-07-25,2250000.0,3,4.25,5150,7800,2.5,0.0,2.0,7.0,4170,980.0,1954,98112,4270,7800,2.0
5700003985,2014-10-29,2250000.0,4,3.5,4440,8125,2.0,0.0,3.0,5.0,3140,1300.0,1922,98144,3990,8505,4.0
1118001215,2015-02-04,2250000.0,3,2.5,3420,8700,1.0,0.0,0.0,4.0,2890,530.0,1951,98112,3370,8700,2.0
7936500109,2014-07-25,2230000.0,3,3.0,3620,28064,2.0,1.0,4.0,5.0,2370,1250.0,1977,98136,2550,34713,4.0
1333300145,2015-03-04,2230000.0,3,4.0,4200,30120,2.0,0.0,2.0,7.0,3600,600.0,1933,98112,2760,12200,3.0
856000635,2015-03-23,2230000.0,4,4.25,4700,10800,2.0,0.0,1.0,7.0,3910,790.0,2002,98033,2370,7680,2.0
518500460,2014-10-08,2230000.0,3,3.5,3760,5634,2.0,1.0,4.0,7.0,2830,930.0,2014,98056,3560,5762,2.0
1973700030,2015-04-29,2210000.0,3,2.5,3430,10177,2.0,0.0,0.0,5.0,3430,0.0,2014,98034,3110,12339,2.0
824059305,2015-01-08,2200000.0,5,4.0,5840,11652,2.0,0.0,1.0,7.0,4410,1430.0,1988,98004,3120,13639,2.0
2425049061,2014-08-25,2200000.0,3,2.0,3570,30456,1.0,0.0,1.0,3.0,2070,1500.0,1946,98039,3570,27418,2.0
2024069008,2014-06-19,2200000.0,5,4.75,5990,10450,2.0,1.0,4.0,7.0,4050,1940.0,2002,98027,3330,14810,2.0
1925069082,2015-05-11,2200000.0,5,4.25,4640,22703,2.0,1.0,4.0,3.0,2860,1780.0,1952,98052,3140,14200,4.0
2525049259,2014-08-12,2190000.0,4,4.5,4240,13162,2.0,0.0,0.0,5.0,4240,0.0,2004,98039,3010,12163,2.0
1954700610,2014-12-09,2190000.0,3,2.25,3360,7108,2.0,0.0,0.0,5.0,2770,590.0,1905,98112,3450,8558,2.0
6377200010,2014-12-08,2180000.0,4,3.0,4750,21701,1.5,0.0,0.0,7.0,4750,0.0,1976,98004,3120,18551,4.0
4218400455,2014-07-08,2180000.0,6,2.75,4710,11000,2.0,0.0,3.0,5.0,3690,1020.0,1931,98105,2950,5300,2.0
5553300375,2014-08-20,2160000.0,3,3.5,3080,6495,2.0,0.0,3.0,7.0,2530,550.0,1996,98199,4120,8620,2.0
1370800225,2015-03-18,2150000.0,4,3.25,3840,6214,1.5,0.0,3.0,5.0,2590,1250.0,1939,98199,3280,5915,3.0
5710000005,2014-05-22,2150000.0,4,5.5,5060,10320,2.0,0.0,0.0,7.0,5060,0.0,2008,98004,3010,10080,2.0
685000115,2014-10-07,2150000.0,8,6.0,4340,9415,2.0,0.0,0.0,3.0,4340,0.0,1967,98004,2050,9100,2.0
1959701800,2014-07-02,2150000.0,3,3.5,4660,5500,2.0,0.0,4.0,5.0,3040,1620.0,1909,98102,2980,5500,4.0
1338800425,2015-03-04,2140000.0,6,4.0,5110,7128,2.5,0.0,0.0,7.0,5110,0.0,1906,98112,4110,6480,3.0
3760500336,2014-11-26,2130000.0,4,2.75,3190,19513,2.0,0.0,4.0,5.0,3190,0.0,1982,98034,2750,13496,3.0
622049114,2015-02-18,2130000.0,3,2.5,5403,24069,2.0,1.0,4.0,6.0,5403,0.0,1976,98166,3980,104374,3.0
6065300330,2014-06-20,2110000.0,3,2.25,3230,17833,2.0,0.0,0.0,4.0,3230,0.0,1973,98006,3690,17162,3.0
5700003640,2014-05-19,2100000.0,5,3.75,5340,10655,2.5,0.0,3.0,5.0,3740,1600.0,1912,98144,3910,9418,3.0
3025300226,2014-05-15,2100000.0,4,1.75,3550,19865,2.0,0.0,0.0,4.0,3550,0.0,1962,98039,3000,19862,2.0
3861470110,2014-06-23,2080000.0,4,3.5,4230,20377,2.0,0.0,0.0,7.0,4230,0.0,1997,98004,3980,20489,2.0
9533100285,2014-06-30,2070000.0,4,3.75,4350,7965,2.0,0.0,0.0,5.0,4350,0.0,2013,98004,2190,8557,2.0
7352200450,2015-01-15,2050000.0,4,3.25,3580,19989,1.5,1.0,4.0,2.0,3480,100.0,1915,98125,2410,6389,3.0
1338300170,2015-03-24,2050000.0,5,4.0,4690,8208,2.0,0.0,0.0,4.0,3040,1650.0,1926,98112,3300,8001,2.0
7424700045,2015-05-13,2050000.0,5,3.0,3830,8480,2.0,0.0,1.0,4.0,2630,1200.0,1905,98122,3050,7556,4.0
3585901085,2014-06-04,2010000.0,6,4.5,3810,28176,1.0,0.0,4.0,5.0,3810,0.0,1969,98177,3810,26400,4.0
1724069059,2014-05-24,2000000.0,5,4.0,4580,4443,3.0,1.0,4.0,5.0,4580,0.0,2004,98075,2710,4443,2.0
2624089007,2015-03-20,2000000.0,2,2.5,3900,920423,2.0,0.0,0.0,6.0,3900,0.0,2009,98065,2720,411962,2.0
2524049179,2014-08-26,2000000.0,3,2.75,3050,44867,1.0,0.0,4.0,4.0,2330,720.0,1968,98040,4110,20336,2.0
1732800310,2015-03-02,2000000.0,4,3.75,2870,4500,2.0,0.0,3.0,5.0,2510,360.0,2012,98119,2870,6354,2.0
2524049318,2014-05-28,2000000.0,4,3.0,4260,18000,2.0,0.0,2.0,7.0,4260,0.0,2000,98040,3540,17015,2.0
3225069241,2015-04-22,2000000.0,3,2.5,3490,21064,1.0,1.0,4.0,5.0,2290,1200.0,1968,98074,1780,15244,2.0
1068000150,2015-05-01,2000000.0,4,3.25,3910,7500,2.0,0.0,2.0,7.0,2550,1360.0,1933,98199,3070,7500,3.0
1346300035,2014-06-26,1990000.0,5,3.0,4480,5000,2.5,0.0,0.0,6.0,3420,1060.0,1902,98112,3220,5600,4.0
632000065,2014-06-11,1990000.0,3,2.5,2880,13500,1.0,0.0,4.0,3.0,1520,1360.0,1950,98004,3710,20486,4.0
1651500040,2014-08-01,1980000.0,4,4.0,4360,12081,2.0,0.0,0.0,5.0,4360,0.0,2007,98004,2180,10800,2.0
5017000470,2014-07-10,1980000.0,6,4.5,4800,9097,2.0,0.0,0.0,5.0,3580,1220.0,2007,98112,2180,6037,2.0
2025059026,2015-02-25,1980000.0,4,3.5,4500,44384,1.0,0.0,0.0,6.0,3340,1160.0,1990,98004,2540,26287,2.0
8964800025,2015-02-26,1970000.0,5,3.75,3940,13738,1.5,0.0,3.0,4.0,3940,0.0,1951,98004,2370,13320,3.0
1338600225,2014-05-28,1970000.0,8,3.5,4440,6480,2.0,0.0,3.0,5.0,3140,1300.0,1959,98112,4440,8640,4.0
824059321,2014-06-02,1970000.0,4,3.5,4370,8510,2.0,0.0,1.0,5.0,3610,760.0,2003,98004,2960,10347,2.0
1923000260,2014-10-15,1960000.0,5,4.5,6200,23373,3.0,0.0,1.0,7.0,5050,1150.0,1988,98040,3700,14486,3.0
3124059023,2015-02-13,1960000.0,3,1.75,3330,12566,1.0,1.0,4.0,3.0,1940,1390.0,1960,98040,3730,16560,3.0
2806300065,2015-04-22,1960000.0,4,4.0,4430,31353,2.0,0.0,0.0,6.0,4430,0.0,1998,98005,3900,35237,2.0
4389201241,2014-12-30,1950000.0,4,4.0,4690,6900,2.0,0.0,0.0,7.0,3480,1210.0,2001,98004,2800,11240,2.0
2525049113,2014-07-25,1950000.0,4,3.5,4065,18713,2.0,0.0,0.0,5.0,4065,0.0,1987,98039,3070,18713,3.0
2425049107,2015-03-05,1950000.0,4,3.75,4150,17424,1.0,0.0,0.0,4.0,3130,1020.0,1963,98039,3930,21420,2.0
5493110020,2015-01-16,1950000.0,4,2.75,4020,18745,2.0,0.0,4.0,5.0,2830,1190.0,1989,98004,3150,20897,3.0
2626069030,2015-02-09,1940000.0,4,5.75,7220,223462,2.0,0.0,4.0,6.0,6220,1000.0,2000,98053,2680,7593,2.0
9809000020,2015-03-13,1940000.0,5,2.25,3120,16672,2.0,0.0,0.0,4.0,3120,0.0,1969,98004,3740,17853,3.0
3860900035,2015-04-15,1940000.0,5,3.5,4230,16526,2.0,0.0,0.0,5.0,4230,0.0,2008,98004,3000,12362,2.0
1118000080,2015-03-31,1930000.0,4,3.75,3600,16101,1.0,0.0,0.0,4.0,3600,0.0,1951,98112,3650,9506,2.0
1118001560,2014-07-10,1910000.0,4,3.0,4460,6833,2.0,0.0,0.0,5.0,3140,1320.0,1955,98112,3130,7450,2.0
2540700110,2015-02-12,1910000.0,4,3.5,4210,18564,2.0,0.0,0.0,7.0,4210,0.0,2001,98039,3520,18564,2.0
3303850330,2014-12-16,1900000.0,4,3.25,5080,27755,2.0,0.0,0.0,7.0,5080,0.0,2001,98006,4730,22326,2.0
1525059261,2015-05-05,1900000.0,5,4.5,5160,44315,2.0,0.0,0.0,6.0,5160,0.0,1996,98005,4760,44315,2.0
4114601580,2014-07-24,1900000.0,6,4.0,3020,13237,2.0,1.0,4.0,3.0,2840,180.0,1942,98144,3680,12620,2.0
2025069140,2015-03-17,1900000.0,3,2.5,2830,4334,3.0,1.0,4.0,5.0,2830,0.0,2006,98074,2830,38211,2.0
357000135,2015-02-18,1900000.0,4,2.5,3070,7830,2.0,0.0,2.0,7.0,1970,1100.0,2009,98144,2440,4682,2.0
7767000060,2014-09-12,1900000.0,5,4.25,6510,16471,2.0,0.0,3.0,7.0,3250,3260.0,1980,98040,4480,16471,3.0
9808700405,2014-06-04,1900000.0,3,2.5,2660,13367,2.0,0.0,2.0,5.0,2660,0.0,1992,98004,2660,13367,2.0
4389201075,2014-07-31,1900000.0,4,2.5,3680,13351,2.0,0.0,2.0,4.0,3680,0.0,1946,98004,3410,11700,4.0
8085400401,2015-01-15,1900000.0,4,4.5,4020,9656,2.0,0.0,0.0,5.0,4020,0.0,2007,98004,1960,9520,2.0
3835500585,2014-10-16,1900000.0,4,2.75,4280,12668,2.0,0.0,0.0,4.0,3900,380.0,1947,98004,3590,12670,2.0
1727001300,2014-06-09,1900000.0,4,3.25,4130,112521,2.0,0.0,0.0,7.0,4130,0.0,1978,98005,3140,26147,2.0
249000180,2014-12-01,1890000.0,4,4.25,4285,9345,2.0,0.0,0.0,5.0,4285,0.0,2013,98004,1570,8994,2.0
6447300225,2014-11-06,1880000.0,3,2.75,2620,17919,1.0,0.0,1.0,4.0,2620,0.0,1949,98039,3400,14400,3.0
715010530,2015-01-13,1880000.0,5,3.5,4410,13000,2.0,0.0,3.0,5.0,2920,1490.0,2014,98006,5790,12969,2.0
2470200020,2014-05-14,1880000.0,4,2.75,3260,19542,1.0,0.0,0.0,5.0,2170,1090.0,1968,98039,3480,19863,3.0
8923600020,2014-08-06,1880000.0,5,3.5,4390,6220,2.0,0.0,3.0,4.0,3170,1220.0,2013,98115,2740,6448,2.0
3391500050,2014-07-03,1880000.0,4,3.25,3930,10929,2.0,0.0,0.0,5.0,3930,0.0,2006,98004,1780,9999,2.0
6321000045,2014-12-22,1880000.0,5,3.25,4110,7920,2.0,0.0,3.0,4.0,3150,960.0,1921,98122,3890,7800,2.0
3885803044,2014-09-02,1880000.0,4,5.0,5810,7440,2.0,0.0,0.0,5.0,3790,2020.0,2004,98033,3010,7200,2.0
7787400105,2015-03-06,1870000.0,4,2.5,2950,43560,1.0,0.0,2.0,4.0,2550,400.0,1951,98004,3260,41016,3.0
3625700010,2014-05-06,1870000.0,5,4.0,4510,15175,2.0,0.0,0.0,5.0,4510,0.0,1969,98040,3510,13500,2.0
9471200065,2014-10-15,1860000.0,5,3.25,5570,9600,2.0,0.0,0.0,4.0,3860,1710.0,1952,98105,3170,10400,4.0
