price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,rate_price,view_str,water_str,condition_str,grade_str
3350.0,5,4.0,5350,15360,1.0,0,1,2,11,3040,2310,2008,0.0,98004,47.648,-122.21799999999999,3740,15940,1.5970149253731343,Fair,NO,Average,Excellent
3300.0,5,5.0,6200,13873,2.0,1,4,3,11,4440,1760,1989,0.0,98008,47.605,-122.11200000000001,2940,13525,1.878787878787879,Excellent,YES,Good,Excellent
3300.0,8,4.0,7710,11750,3.5,0,0,4,12,6090,1620,1904,0.0,98112,47.6263,-122.314,4210,8325,2.3363636363636364,None,NO,Very Good,Luxury
3300.0,3,3.0,4220,41300,1.0,1,4,3,11,2460,1760,1958,1987.0,98008,47.6083,-122.11,3810,30401,1.2787878787878788,Excellent,YES,Good,Excellent
3300.0,5,6.0,8020,21738,2.0,0,0,2,11,8020,0,2001,0.0,98006,47.5675,-122.189,4160,18969,2.43030303030303,None,NO,Average,Excellent
3280.0,2,2.0,6840,10000,2.5,1,4,2,11,4350,2490,2001,0.0,98008,47.6042,-122.11200000000001,3120,12300,2.0853658536585367,Excellent,YES,Average,Excellent
3200.0,3,3.0,4560,13363,1.0,0,4,2,11,2760,1800,1995,0.0,98004,47.6205,-122.214,4060,13362,1.425,Excellent,NO,Average,Excellent
3200.0,4,4.0,4810,18851,2.0,0,3,2,11,4810,0,2007,0.0,98004,47.6364,-122.214,3970,19929,1.503125,Good,NO,Average,Excellent
3200.0,4,3.0,7000,28206,1.0,1,4,3,12,3500,3500,1991,0.0,98075,47.5928,-122.086,4913,14663,2.1875,Excellent,YES,Good,Luxury
3200.0,6,5.0,7100,18200,2.5,0,0,2,13,5240,1860,1933,2002.0,98199,47.6427,-122.40799999999999,3130,6477,2.21875,None,NO,Average,Mansion
3200.0,7,5.0,6210,8856,2.5,0,2,4,11,4760,1450,1910,0.0,98109,47.6307,-122.354,2940,5400,1.940625,Average,NO,Very Good,Excellent
3170.0,5,4.0,4330,11979,1.0,0,4,2,12,2090,2240,2008,0.0,98004,47.6251,-122.21799999999999,4320,12000,1.3659305993690851,Excellent,NO,Average,Luxury
3120.0,3,4.0,4490,56609,2.0,1,4,2,12,4490,0,1993,0.0,98034,47.6997,-122.24,2710,51330,1.439102564102564,Excellent,YES,Average,Luxury
3100.0,6,4.0,6980,15682,3.0,0,4,3,12,5330,1650,1999,0.0,98040,47.5552,-122.23100000000001,3930,18367,2.2516129032258063,Excellent,NO,Good,Luxury
3100.0,5,5.0,5090,23669,2.0,0,0,2,12,5090,0,2006,0.0,98004,47.6297,-122.21600000000001,3830,22605,1.6419354838709677,None,NO,Average,Luxury
3100.0,3,3.0,3920,13085,2.0,1,4,3,11,3920,0,1996,0.0,98040,47.5716,-122.204,3450,13287,1.264516129032258,Excellent,YES,Good,Excellent
3080.0,4,5.0,4550,18641,1.0,1,4,2,10,2600,1950,2002,0.0,98074,47.6053,-122.07700000000001,4550,19508,1.4772727272727273,Excellent,YES,Average,Very Good
3070.0,3,3.0,3930,55867,1.0,1,4,3,8,2330,1600,1957,0.0,98034,47.7022,-122.22399999999999,2730,26324,1.280130293159609,Excellent,YES,Good,Good
3070.0,5,3.0,4150,7500,2.5,0,4,4,11,3510,640,1909,0.0,98119,47.6303,-122.36200000000001,2250,4050,1.3517915309446253,Excellent,NO,Very Good,Excellent
3000.0,5,3.0,5370,14091,2.0,0,0,2,10,3850,1520,1918,2008.0,98004,47.6499,-122.21600000000001,2410,12047,1.79,None,NO,Average,Very Good
3000.0,4,4.0,4850,12445,2.0,1,4,4,10,3850,1000,1989,0.0,98034,47.7011,-122.244,3350,12210,1.6166666666666667,Excellent,YES,Very Good,Very Good
3000.0,5,4.0,4590,11265,2.0,0,0,3,11,3450,1140,1927,0.0,98112,47.6389,-122.288,3870,8996,1.53,None,NO,Good,Excellent
3000.0,4,4.0,5090,14823,1.0,0,0,2,11,4180,910,2013,0.0,98004,47.62,-122.20700000000001,3030,12752,1.6966666666666668,None,NO,Average,Excellent
3000.0,3,4.0,4410,10756,2.0,1,4,2,11,3430,980,2014,0.0,98056,47.5283,-122.205,3550,5634,1.47,Excellent,YES,Average,Excellent
3000.0,5,4.0,6670,16481,2.0,0,0,2,12,4960,1710,2007,0.0,98004,47.6409,-122.221,4800,16607,2.223333333333333,None,NO,Average,Luxury
2980.0,5,6.0,7400,18898,2.0,0,3,2,13,6290,1110,2001,0.0,98006,47.5431,-122.11200000000001,6110,26442,2.4832214765100673,Good,NO,Average,Mansion
2950.0,5,5.0,4340,5722,3.0,0,4,2,10,4340,0,2010,0.0,98107,47.6715,-122.406,1770,5250,1.471186440677966,Excellent,NO,Average,Very Good
2950.0,5,5.0,6240,47480,1.0,0,3,2,11,4610,1630,2003,0.0,98040,47.5317,-122.23299999999999,4170,17668,2.1152542372881356,Good,NO,Average,Excellent
2950.0,4,4.0,4860,23885,2.0,0,0,2,12,4860,0,1996,0.0,98039,47.6172,-122.23,3580,16054,1.647457627118644,None,NO,Average,Luxury
2950.0,4,3.0,3890,25470,2.0,1,3,4,10,3030,860,1923,0.0,98105,47.6608,-122.26899999999999,4140,19281,1.3186440677966103,Good,YES,Very Good,Very Good
2950.0,4,4.0,4470,5884,2.0,0,1,2,11,3230,1240,2010,0.0,98199,47.6387,-122.405,2570,6000,1.5152542372881357,Fair,NO,Average,Excellent
2920.0,4,5.0,4575,24085,2.5,0,2,4,10,3905,670,1926,0.0,98112,47.6263,-122.28399999999999,3900,9687,1.5667808219178083,Average,NO,Very Good,Very Good
2900.0,5,4.0,5190,14600,2.0,0,1,2,11,5190,0,2013,0.0,98039,47.6102,-122.225,3840,19250,1.789655172413793,Fair,NO,Average,Excellent
2900.0,5,3.0,3750,91681,2.0,1,4,2,10,3750,0,1925,0.0,98118,47.5379,-122.264,3540,24293,1.293103448275862,Excellent,YES,Average,Very Good
2900.0,4,3.0,5050,20100,1.5,0,2,2,11,4750,300,1982,0.0,98004,47.6312,-122.223,3890,20060,1.7413793103448276,Average,NO,Average,Excellent
2900.0,4,3.0,4580,4838,2.0,0,3,3,11,3080,1500,1991,0.0,98109,47.6305,-122.354,3540,6483,1.5793103448275863,Good,NO,Good,Excellent
2890.0,5,6.0,8670,64033,2.0,0,4,2,13,6120,2550,1965,0.0,98177,47.7295,-122.37200000000001,4140,81021,3.0,Excellent,NO,Average,Mansion
2890.0,4,4.0,5780,7173,2.0,0,0,2,11,4130,1650,2008,0.0,98112,47.6374,-122.288,3930,7994,2.0,None,NO,Average,Excellent
2890.0,7,3.0,5350,14400,2.5,0,0,3,10,5020,330,1910,0.0,98112,47.6295,-122.285,3050,7469,1.8512110726643598,None,NO,Good,Very Good
2880.0,4,3.0,5760,32033,2.0,0,4,3,12,4390,1370,1994,0.0,98177,47.7288,-122.37,3420,28475,2.0,Excellent,NO,Good,Luxury
2850.0,4,4.0,5040,17208,1.0,0,0,4,10,2870,2170,1976,0.0,98006,47.5701,-122.18799999999999,4050,18647,1.768421052631579,None,NO,Very Good,Very Good
2800.0,5,3.0,4590,12793,2.0,0,2,4,11,3590,1000,1928,0.0,98199,47.6453,-122.41,2920,8609,1.6392857142857142,Average,NO,Very Good,Excellent
2750.0,4,4.0,4130,5575,2.0,1,4,3,10,2860,1270,1993,0.0,98075,47.5968,-122.083,2980,5575,1.5018181818181817,Excellent,YES,Good,Very Good
2750.0,5,4.0,6300,16065,2.0,0,1,2,12,4360,1940,2004,0.0,98004,47.5922,-122.20700000000001,3260,17287,2.290909090909091,Fair,NO,Average,Luxury
2750.0,4,3.0,4430,21000,2.0,0,0,2,10,4430,0,1952,2007.0,98039,47.6398,-122.23700000000001,3930,20000,1.6109090909090908,None,NO,Average,Very Good
2730.0,4,4.0,6410,43838,2.5,0,2,3,12,5610,800,1906,0.0,98144,47.5703,-122.28,2270,6630,2.347985347985348,Average,NO,Good,Luxury
2720.0,4,3.0,3990,18115,2.0,0,0,3,11,3990,0,1989,0.0,98039,47.6177,-122.229,3450,16087,1.4669117647058822,None,NO,Good,Excellent
2700.0,4,4.0,7850,89651,2.0,0,0,2,12,7850,0,2006,0.0,98027,47.5406,-121.98200000000001,6210,95832,2.9074074074074074,None,NO,Average,Luxury
2700.0,4,3.0,4420,7850,2.0,1,4,2,11,3150,1270,2001,0.0,98008,47.571999999999996,-122.102,2760,8525,1.637037037037037,Excellent,YES,Average,Excellent
2700.0,5,5.0,5305,8401,2.0,0,2,2,11,3745,1560,2005,0.0,98033,47.6864,-122.215,2960,7200,1.9648148148148148,Average,NO,Average,Excellent
2700.0,5,3.0,3831,13800,2.0,1,4,2,9,3831,0,1959,1980.0,98040,47.5919,-122.251,3850,36563,1.4188888888888889,Excellent,YES,Average,Better
2700.0,5,4.0,4230,27295,2.0,1,4,2,8,3230,1000,1949,0.0,98033,47.6803,-122.214,2660,27295,1.5666666666666667,Excellent,YES,Average,Good
2680.0,5,3.0,4290,20445,2.0,0,0,3,11,4290,0,1985,0.0,98039,47.6217,-122.23899999999999,3620,22325,1.6007462686567164,None,NO,Good,Excellent
2650.0,4,4.0,4700,13730,2.0,0,3,2,11,3500,1200,1958,1995.0,98033,47.6899,-122.21700000000001,3210,15306,1.7735849056603774,Good,NO,Average,Excellent
2640.0,5,4.0,4660,16200,2.0,0,2,2,11,4660,0,2005,0.0,98004,47.6326,-122.21600000000001,3340,16200,1.7651515151515151,Average,NO,Average,Excellent
2630.0,6,5.0,5540,7200,2.5,0,2,3,11,3950,1590,1909,0.0,98119,47.6361,-122.366,2930,7200,2.106463878326996,Average,NO,Good,Excellent
2600.0,4,5.0,5270,12195,2.0,1,4,2,11,3400,1870,1979,0.0,98027,47.5696,-122.09,3390,9905,2.026923076923077,Excellent,YES,Average,Excellent
2600.0,3,3.0,3410,16015,2.0,1,4,3,10,2220,1190,1973,0.0,98040,47.5721,-122.23899999999999,3760,16572,1.3115384615384615,Excellent,YES,Good,Very Good
2580.0,4,4.0,3280,3800,2.0,0,0,2,11,2880,400,2011,0.0,98112,47.6299,-122.28,2050,3800,1.2713178294573644,None,NO,Average,Excellent
2580.0,4,4.0,5540,15408,2.0,0,1,2,11,4280,1260,2006,0.0,98004,47.6071,-122.212,3570,14750,2.147286821705426,Fair,NO,Average,Excellent
2580.0,5,3.0,4780,20440,1.0,0,0,3,10,3660,1120,1975,0.0,98039,47.6242,-122.23899999999999,4660,20440,1.8527131782945736,None,NO,Good,Very Good
2570.0,4,4.0,4475,20424,2.0,0,4,2,12,2659,1816,1999,0.0,98033,47.6646,-122.208,4340,5250,1.7412451361867705,Excellent,NO,Average,Luxury
2560.0,4,3.0,5300,26211,2.0,1,2,1,10,4570,730,1923,0.0,98105,47.661,-122.26899999999999,3890,19281,2.0703125,Average,YES,Fair,Very Good
2550.0,4,3.0,4190,8805,2.5,0,2,4,9,3490,700,1928,0.0,98112,47.6181,-122.28399999999999,3780,8558,1.6431372549019607,Average,NO,Very Good,Better
2540.0,5,5.0,5410,13431,2.0,0,0,3,10,5050,360,1941,0.0,98112,47.6306,-122.288,3750,11596,2.12992125984252,None,NO,Good,Very Good
2540.0,5,3.0,3730,10626,1.0,0,4,3,10,3730,0,1963,0.0,98004,47.623999999999995,-122.221,4180,19110,1.468503937007874,Excellent,NO,Good,Very Good
2540.0,4,3.0,3710,20000,2.0,0,2,4,10,2760,950,1936,0.0,98105,47.6696,-122.26100000000001,3970,20000,1.4606299212598426,Average,NO,Very Good,Very Good
2540.0,4,4.0,4350,6000,2.0,0,0,4,10,2970,1380,1908,0.0,98112,47.6277,-122.286,4190,7200,1.7125984251968505,None,NO,Very Good,Very Good
2530.0,4,4.0,5040,16048,1.0,0,3,2,10,3420,1620,1950,0.0,98105,47.6702,-122.26,3960,14000,1.992094861660079,Good,NO,Average,Very Good
2530.0,4,6.0,6930,45100,1.0,0,0,3,11,4310,0,1950,1991.0,98006,47.5547,-122.14399999999999,2560,37766,2.739130434782609,None,NO,Good,Excellent
2510.0,3,3.0,5480,57990,2.0,1,4,2,11,5480,0,1991,0.0,98166,47.4558,-122.37100000000001,2500,22954,2.183266932270916,Excellent,YES,Average,Excellent
2500.0,4,4.0,3330,24354,1.0,0,0,3,10,3330,0,1961,0.0,98006,47.5708,-122.19200000000001,3880,25493,1.332,None,NO,Good,Very Good
2500.0,4,4.0,3480,14850,1.0,0,4,2,9,1870,1610,1951,2013.0,98004,47.6227,-122.21600000000001,4780,18480,1.392,Excellent,NO,Average,Better
2500.0,4,3.0,3960,16224,2.0,0,2,2,12,3100,860,1938,0.0,98105,47.6701,-122.259,3960,15050,1.584,Average,NO,Average,Luxury
2500.0,5,3.0,5620,12672,2.0,0,0,3,11,4140,1480,1916,0.0,98144,47.5786,-122.287,4470,8050,2.248,None,NO,Good,Excellent
2500.0,4,5.0,4300,19844,2.0,0,0,2,11,4300,0,1985,1999.0,98039,47.6218,-122.23700000000001,3070,19845,1.72,None,NO,Average,Excellent
2490.0,4,3.0,3440,23954,1.5,1,3,4,10,2260,1180,1931,0.0,98040,47.5636,-122.23100000000001,4230,18723,1.3815261044176708,Good,YES,Very Good,Very Good
2480.0,5,4.0,6810,7500,2.5,0,0,2,13,6110,700,1922,0.0,98102,47.6285,-122.322,2660,7500,2.745967741935484,None,NO,Average,Mansion
2480.0,3,3.0,4340,4947,2.0,0,3,2,11,3060,1280,1993,0.0,98107,47.6709,-122.406,1680,5250,1.75,Good,NO,Average,Excellent
2480.0,4,5.0,5310,16909,1.0,0,4,2,12,3090,2220,1992,0.0,98006,47.5515,-122.113,5220,15701,2.1411290322580645,Excellent,NO,Average,Luxury
2470.0,5,5.0,6390,13180,2.0,0,0,2,10,4560,1830,1940,0.0,98112,47.6312,-122.291,4010,8137,2.5870445344129553,None,NO,Average,Very Good
2460.0,4,5.0,6500,14986,2.0,0,0,2,11,5180,1320,2001,0.0,98039,47.6304,-122.236,2270,8119,2.6422764227642275,None,NO,Average,Excellent
2450.0,4,4.0,4730,13586,1.5,0,0,4,10,4270,460,1935,0.0,98112,47.6319,-122.288,3710,8828,1.9306122448979592,None,NO,Very Good,Very Good
2450.0,7,4.0,4670,23115,2.0,0,2,2,11,4670,0,1992,0.0,98039,47.6183,-122.227,3240,13912,1.9061224489795918,Average,NO,Average,Excellent
2450.0,4,5.0,5030,11023,2.0,0,2,2,11,3250,1780,2008,0.0,98040,47.5722,-122.236,3640,11490,2.053061224489796,Average,NO,Average,Excellent
2450.0,5,4.0,4430,9000,2.0,0,0,2,10,4430,0,2013,0.0,98004,47.6168,-122.21600000000001,2470,9490,1.8081632653061224,None,NO,Average,Very Good
2450.0,4,4.0,4250,6552,2.0,0,3,3,10,2870,1380,2008,0.0,98144,47.5747,-122.28299999999999,3640,8841,1.7346938775510203,Good,NO,Good,Very Good
2420.0,5,5.0,7880,24250,2.0,0,2,2,13,7880,0,1996,0.0,98177,47.7334,-122.36200000000001,2740,10761,3.256198347107438,Average,NO,Average,Mansion
2410.0,5,3.0,4600,23250,1.5,0,2,2,9,3600,1000,1918,2003.0,98004,47.62300000000001,-122.21799999999999,5500,20066,1.9087136929460582,Average,NO,Average,Better
2400.0,4,3.0,4140,20734,1.0,0,1,2,10,3300,840,1977,2005.0,98004,47.6344,-122.215,4020,20008,1.725,Fair,NO,Average,Very Good
2400.0,4,3.0,3800,19798,2.0,0,0,2,10,3800,0,1969,2009.0,98006,47.5684,-122.19,3940,18975,1.5833333333333333,None,NO,Average,Very Good
2400.0,4,4.0,5860,7200,2.0,0,0,4,10,3690,2170,1907,0.0,98112,47.6287,-122.287,4150,7200,2.441666666666667,None,NO,Very Good,Very Good
2400.0,3,2.0,3000,11665,1.5,1,4,2,11,3000,0,2001,0.0,98075,47.5884,-122.086,3000,15959,1.25,Excellent,YES,Average,Excellent
2400.0,4,4.0,4090,24825,2.0,0,0,3,11,3400,690,1926,0.0,98102,47.6338,-122.319,3910,11500,1.7041666666666666,None,NO,Good,Excellent
2400.0,5,3.0,3410,9088,2.0,0,3,2,9,2760,650,1912,0.0,98119,47.6285,-122.361,3540,7100,1.4208333333333334,Good,NO,Average,Better
2400.0,4,4.0,4890,15188,2.0,0,2,2,11,3090,1800,1999,0.0,98040,47.5602,-122.227,3470,16201,2.0375,Average,NO,Average,Excellent
2400.0,4,3.0,3650,8354,1.0,1,4,2,9,1830,1820,2000,0.0,98074,47.6338,-122.072,3120,18841,1.5208333333333333,Excellent,YES,Average,Better
2400.0,6,5.0,5480,10800,2.0,0,3,3,9,4430,1050,1999,0.0,98119,47.6307,-122.367,2970,7200,2.283333333333333,Good,NO,Good,Better
2390.0,4,4.0,6330,13296,2.0,0,2,2,13,4900,1430,2000,0.0,98033,47.6488,-122.20100000000001,2200,9196,2.6485355648535567,Average,NO,Average,Mansion
2380.0,5,3.0,3650,9050,2.0,0,4,4,10,3370,280,1921,0.0,98119,47.6345,-122.367,2880,5400,1.5336134453781514,Excellent,NO,Very Good,Very Good
2380.0,4,3.0,3220,20251,1.0,0,0,2,10,3220,0,1969,0.0,98006,47.5692,-122.19200000000001,4200,22114,1.3529411764705883,None,NO,Average,Very Good
2370.0,3,2.0,3530,17450,1.0,0,3,2,9,1840,1690,1930,1993.0,98040,47.5358,-122.213,3530,17310,1.489451476793249,Good,NO,Average,Better
2350.0,4,4.0,5010,19412,2.0,0,1,2,11,4000,1010,2014,0.0,98040,47.5455,-122.211,3820,17064,2.1319148936170214,Fair,NO,Average,Excellent
2350.0,4,2.0,4370,22863,2.5,0,3,3,10,3670,0,1907,1994.0,98033,47.6878,-122.215,2980,22863,1.8595744680851063,Good,NO,Good,Very Good
2350.0,6,4.0,5550,11547,2.0,0,2,2,11,4270,1280,2014,0.0,98033,47.6547,-122.20200000000001,3480,11547,2.3617021276595747,Average,NO,Average,Excellent
2340.0,4,3.0,4500,35200,1.0,0,0,2,13,4500,0,1988,0.0,98006,47.5477,-122.126,4760,35200,1.9230769230769231,None,NO,Average,Mansion
2330.0,4,4.0,4420,20759,2.0,0,0,2,11,4420,0,2003,0.0,98004,47.6354,-122.221,3020,20666,1.8969957081545064,None,NO,Average,Excellent
2320.0,4,4.0,5050,9520,2.0,0,0,2,11,3610,1440,2007,0.0,98004,47.6364,-122.209,2430,9248,2.1767241379310347,None,NO,Average,Excellent
2320.0,5,5.0,5780,17004,2.0,0,0,2,11,4260,1520,2006,0.0,98040,47.5802,-122.212,3460,10855,2.4913793103448274,None,NO,Average,Excellent
2300.0,4,3.0,4110,15929,2.0,1,4,2,12,2720,1390,2001,0.0,98115,47.6934,-122.271,2640,15929,1.7869565217391303,Excellent,YES,Average,Luxury
2300.0,4,4.0,4360,8175,2.5,1,4,2,10,3940,420,2007,0.0,98008,47.5724,-122.104,2670,8525,1.8956521739130434,Excellent,YES,Average,Very Good
2300.0,4,3.0,3370,8402,1.0,0,0,4,10,2240,1130,1962,0.0,98112,47.6349,-122.29,3190,8700,1.4652173913043478,None,NO,Very Good,Very Good
2300.0,4,4.0,4070,13860,2.0,0,3,2,10,4070,0,2004,0.0,98040,47.59,-122.229,3430,9240,1.7695652173913043,Good,NO,Average,Very Good
2300.0,4,3.0,3280,7100,2.0,0,4,2,10,2180,1100,1911,1987.0,98119,47.6285,-122.36200000000001,3240,6674,1.4260869565217391,Excellent,NO,Average,Very Good
2300.0,7,5.0,5310,8816,2.0,0,0,2,10,3650,1660,2013,0.0,98004,47.6221,-122.208,2920,10610,2.3086956521739133,None,NO,Average,Very Good
2300.0,4,5.0,3970,9778,2.0,0,2,3,11,3390,580,1928,0.0,98119,47.6312,-122.366,3970,8460,1.7260869565217392,Average,NO,Good,Excellent
2300.0,4,3.0,4250,8570,2.0,0,0,2,9,4250,0,2004,0.0,98004,47.6154,-122.21,2830,12821,1.8478260869565217,None,NO,Average,Better
2290.0,4,3.0,4080,18362,2.0,0,2,3,11,4080,0,1983,0.0,98004,47.6344,-122.214,4080,19991,1.7816593886462881,Average,NO,Good,Excellent
2280.0,7,8.0,13540,307752,3.0,0,4,2,12,9410,4130,1999,0.0,98053,47.6675,-121.986,4850,217800,5.93859649122807,Excellent,NO,Average,Luxury
2270.0,4,3.0,4040,18916,1.0,0,0,3,9,4040,0,1954,0.0,98039,47.6155,-122.238,3000,18831,1.7797356828193833,None,NO,Good,Better
2260.0,3,4.0,3110,14872,1.0,0,0,2,10,3110,0,2003,0.0,98004,47.6178,-122.209,3110,12433,1.3761061946902655,None,NO,Average,Very Good
2250.0,4,2.0,4760,8036,2.5,0,0,4,9,3390,1370,1916,0.0,98112,47.6415,-122.285,2950,9323,2.1155555555555554,None,NO,Very Good,Better
2250.0,4,3.0,5180,19850,2.0,0,3,2,12,3540,1640,2006,0.0,98006,47.562,-122.162,3160,9750,2.3022222222222224,Good,NO,Average,Luxury
2250.0,3,3.0,3890,3452,2.0,0,0,2,12,2890,1000,2006,0.0,98102,47.62600000000001,-122.323,2860,2199,1.728888888888889,None,NO,Average,Luxury
2250.0,3,3.0,4040,7200,1.5,0,2,3,9,3340,700,1930,0.0,98112,47.6288,-122.28399999999999,3450,10800,1.7955555555555556,Average,NO,Good,Better
2250.0,5,4.0,4860,9453,1.5,0,1,4,10,3100,1760,1905,0.0,98112,47.6196,-122.286,3150,8557,2.16,Fair,NO,Very Good,Very Good
2250.0,3,4.0,5150,7800,2.5,0,2,2,11,4170,980,1954,0.0,98112,47.6288,-122.28200000000001,4270,7800,2.2888888888888888,Average,NO,Average,Excellent
2250.0,4,4.0,4440,8125,2.0,0,3,4,10,3140,1300,1922,0.0,98144,47.5744,-122.28299999999999,3990,8505,1.9733333333333334,Good,NO,Very Good,Very Good
2250.0,5,5.0,3410,8118,2.0,0,0,2,11,3410,0,2006,0.0,98039,47.6295,-122.236,3410,16236,1.5155555555555555,None,NO,Average,Excellent
2250.0,3,3.0,3420,8700,1.0,0,0,2,9,2890,530,1951,0.0,98112,47.6352,-122.29,3370,8700,1.52,None,NO,Average,Better
2240.0,5,7.0,7270,130017,2.0,0,0,2,12,6420,850,2010,0.0,98027,47.5371,-121.98200000000001,1800,44890,3.2455357142857144,None,NO,Average,Luxury
2230.0,3,3.0,3450,16740,1.0,0,4,3,9,1960,1490,1949,0.0,98177,47.7067,-122.38,3220,12528,1.547085201793722,Excellent,NO,Good,Better
2230.0,3,3.0,3620,28064,2.0,1,4,4,10,2370,1250,1977,0.0,98136,47.5516,-122.398,2550,34713,1.6233183856502242,Excellent,YES,Very Good,Very Good
2230.0,3,4.0,4200,30120,2.0,0,2,3,11,3600,600,1933,0.0,98112,47.6379,-122.311,2760,12200,1.883408071748879,Average,NO,Good,Excellent
2230.0,4,4.0,4700,10800,2.0,0,1,2,11,3910,790,2002,0.0,98033,47.6882,-122.214,2370,7680,2.10762331838565,Fair,NO,Average,Excellent
2230.0,3,4.0,3760,5634,2.0,1,4,2,11,2830,930,2014,0.0,98056,47.5285,-122.205,3560,5762,1.6860986547085202,Excellent,YES,Average,Excellent
