price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,rate_price,view_str,water_str,condition_str,grade_str,mean_sqft,mean_price
450.0,5,3.0,1900,9460,1.0,0,0,2,7,1190,710,1969,0.0,98034,47.7096,-122.20200000000001,1940,8360,4.222222222222222,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1160,6120,1.0,0,0,2,7,1040,120,1941,0.0,98115,47.6926,-122.287,1530,6120,2.577777777777778,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,4,3.0,2290,5515,2.0,0,0,2,8,2290,0,2006,0.0,98106,47.5518,-122.35700000000001,1380,5515,5.088888888888889,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,3.0,3800,13071,2.0,0,0,2,10,2730,1070,1994,0.0,98023,47.3076,-122.397,2980,11110,8.444444444444445,None,NO,Average,Very Good,1624.0097686849138,319.0479993548982
450.0,3,3.0,1770,1863,2.0,0,0,2,8,1430,340,2003,0.0,98029,47.5478,-122.005,1410,1375,3.933333333333333,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1780,9969,1.0,0,0,2,8,1450,330,1985,0.0,98034,47.7286,-122.16799999999999,1950,7974,3.9555555555555557,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,2,1.0,1020,5000,1.5,0,0,3,6,1020,0,1906,0.0,98107,47.6725,-122.396,1490,5000,2.2666666666666666,None,NO,Good,Low Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1290,1213,3.0,0,0,2,8,1290,0,2001,0.0,98103,47.6609,-122.344,1290,3235,2.8666666666666667,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,2,2.0,2130,6574,1.0,0,0,2,8,1500,630,1946,0.0,98199,47.6529,-122.411,2130,6275,4.733333333333333,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,2,1.0,740,5100,1.0,0,0,3,7,740,0,1947,0.0,98115,47.6787,-122.301,920,5100,1.6444444444444444,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,3.0,2240,3360,2.0,0,0,2,8,2100,140,2014,0.0,98178,47.4999,-122.23200000000001,1790,5873,4.977777777777778,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,7,4.0,2830,8625,1.0,0,0,3,8,1830,1000,1957,0.0,98133,47.7493,-122.355,1570,8400,6.288888888888889,None,NO,Good,Good,1624.0097686849138,319.0479993548982
450.0,2,2.0,1900,7740,1.0,0,0,3,7,1150,750,1923,0.0,98126,47.5227,-122.37200000000001,1140,7740,4.222222222222222,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,2,1.0,810,4368,1.0,0,0,2,6,810,0,1958,0.0,98115,47.6915,-122.31200000000001,1890,5253,1.8,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1400,13775,1.0,0,0,2,8,1400,0,1963,0.0,98028,47.7413,-122.259,2200,10450,3.111111111111111,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,2,2.0,1530,1012,2.0,0,0,2,8,1200,330,2005,0.0,98122,47.602,-122.306,1530,1425,3.4,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,2,2.0,1760,2275,1.5,0,0,2,6,1040,720,1912,0.0,98116,47.5803,-122.39299999999999,1380,3750,3.911111111111111,None,NO,Average,Low Average,1624.0097686849138,319.0479993548982
450.0,4,2.0,1570,7320,1.0,0,0,3,7,1570,0,1960,0.0,98007,47.5967,-122.14,1530,8800,3.488888888888889,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,3.0,1480,1961,2.0,0,0,2,8,1480,0,2005,0.0,98029,47.5478,-122.0,1400,1138,3.2888888888888888,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,3.0,2410,4293,2.0,0,0,2,7,2410,0,2007,0.0,98065,47.5196,-121.869,2190,5900,5.355555555555555,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,1.0,1450,3350,1.5,0,0,3,7,1450,0,1919,0.0,98126,47.5607,-122.37799999999999,1340,4255,3.2222222222222223,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,1.0,1160,36831,1.0,0,0,2,7,1160,0,1938,0.0,98028,47.7507,-122.23700000000001,1800,15640,2.577777777777778,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1540,67756,1.0,0,0,2,7,1540,0,1900,1973.0,98077,47.721000000000004,-122.07799999999999,2060,67756,3.422222222222222,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,4,3.0,1900,9240,1.0,0,0,2,7,1900,0,1962,0.0,98007,47.6167,-122.137,2040,8052,4.222222222222222,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,5,3.0,2710,6220,2.0,0,0,2,8,2710,0,2014,0.0,98038,47.3555,-122.061,2530,4759,6.022222222222222,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,3.0,2910,17172,2.0,0,0,2,10,2910,0,1989,0.0,98003,47.2789,-122.331,2910,20048,6.466666666666667,None,NO,Average,Very Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1720,6960,1.0,0,0,2,7,1140,580,1978,0.0,98052,47.6972,-122.12899999999999,1720,7280,3.8222222222222224,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,1.0,1210,4000,1.5,0,0,2,7,1090,120,1928,0.0,98144,47.5934,-122.30799999999999,1210,4000,2.688888888888889,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1010,2820,1.5,0,0,2,7,1010,0,1905,0.0,98122,47.6066,-122.304,1330,3000,2.2444444444444445,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1390,11700,1.0,0,0,3,7,1390,0,1966,0.0,98033,47.7002,-122.19200000000001,1060,8686,3.088888888888889,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,3.0,2620,14096,2.0,0,0,3,9,2620,0,1989,0.0,98042,47.3513,-122.1,3010,14096,5.822222222222222,None,NO,Good,Better,1624.0097686849138,319.0479993548982
450.0,3,1.0,1060,4650,1.0,0,0,2,7,910,150,1950,0.0,98116,47.5784,-122.39299999999999,1480,4750,2.3555555555555556,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1610,4364,2.0,0,0,2,8,1610,0,1996,0.0,98029,47.5672,-122.00399999999999,2010,4364,3.577777777777778,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,4,2.0,2190,9752,1.0,0,0,2,8,2190,0,1964,0.0,98034,47.7108,-122.23899999999999,2040,9964,4.866666666666666,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1180,4080,1.0,0,0,3,6,760,420,1928,0.0,98117,47.6825,-122.391,1490,4080,2.6222222222222222,None,NO,Good,Low Average,1624.0097686849138,319.0479993548982
450.0,4,3.0,2070,3982,2.0,0,0,2,7,2070,0,2004,0.0,98065,47.53100000000001,-121.854,2340,4067,4.6,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,9,8.0,4050,6504,2.0,0,0,2,7,4050,0,1996,0.0,98144,47.5923,-122.301,1448,3866,9.0,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,4,1.0,2000,4676,1.5,0,0,2,7,1250,750,1916,1986.0,98118,47.5529,-122.26799999999999,1140,4676,4.444444444444445,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,4,2.0,2040,9565,1.0,0,0,2,8,1400,640,1959,0.0,98133,47.7356,-122.335,1890,8580,4.533333333333333,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1610,8296,2.0,0,0,2,8,1610,0,1978,0.0,98115,47.7,-122.29700000000001,1610,8288,3.577777777777778,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,4,3.0,2520,8515,2.0,0,0,2,7,2520,0,1999,0.0,98019,47.7233,-121.959,2130,6930,5.6,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,2,2.0,1450,2550,1.0,0,0,2,7,820,630,1984,0.0,98103,47.6911,-122.348,1450,5100,3.2222222222222223,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,2,1.0,1120,4590,1.0,0,0,2,7,1120,0,1924,0.0,98118,47.5663,-122.285,1120,5100,2.488888888888889,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1680,4886,2.0,0,0,2,7,1180,500,1940,0.0,98118,47.5536,-122.286,1400,4900,3.7333333333333334,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,2,2.0,1310,1264,2.0,0,0,2,8,1120,190,2006,0.0,98106,47.5772,-122.40899999999999,1330,1265,2.911111111111111,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,4,3.0,2820,15233,1.0,0,2,3,9,1820,1000,1972,0.0,98003,47.3426,-122.321,2560,11998,6.266666666666667,Average,NO,Good,Better,1624.0097686849138,319.0479993548982
450.0,2,1.0,1200,4000,1.0,0,0,2,7,1070,130,1940,0.0,98126,47.5766,-122.37799999999999,1770,4000,2.6666666666666665,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,2,2.0,960,1000,2.0,0,0,2,8,920,40,2008,0.0,98103,47.6489,-122.335,1200,1297,2.1333333333333333,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1530,23660,1.0,0,0,2,7,1530,0,1952,0.0,98155,47.7467,-122.295,1800,11407,3.4,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,4,2.0,1850,7730,1.0,0,0,4,7,1100,750,1956,0.0,98133,47.7481,-122.355,2260,8581,4.111111111111111,None,NO,Very Good,Average,1624.0097686849138,319.0479993548982
450.0,4,3.0,2450,20348,1.0,0,0,2,8,1410,1040,1978,0.0,98075,47.5887,-122.064,2450,50094,5.444444444444445,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1850,8667,1.0,0,0,3,7,880,970,1982,0.0,98033,47.7025,-122.198,1450,10530,4.111111111111111,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1960,6500,2.0,0,0,3,8,1960,0,1977,0.0,98052,47.6642,-122.12899999999999,1860,6160,4.355555555555555,None,NO,Good,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,2530,27227,2.0,0,0,2,8,2530,0,1987,0.0,98056,47.527,-122.193,2160,30192,5.622222222222222,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,4,2.0,2190,11625,1.0,0,0,3,8,2020,170,1956,0.0,98146,47.4979,-122.363,1920,8855,4.866666666666666,None,NO,Good,Good,1624.0097686849138,319.0479993548982
450.0,3,3.0,1990,12793,2.0,0,0,2,8,1990,0,1993,0.0,98028,47.7347,-122.226,2290,9035,4.4222222222222225,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,3150,9258,1.0,0,1,2,8,2370,780,1970,0.0,98027,47.5571,-122.08,2740,10274,7.0,Fair,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1620,997,2.5,0,0,2,8,1540,80,2012,0.0,98027,47.5394,-122.027,1620,1068,3.6,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,2320,17688,1.0,0,0,2,8,2320,0,1952,1994.0,98166,47.4519,-122.363,1610,14482,5.155555555555556,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,2,1.0,1010,3627,1.0,0,2,3,6,1010,0,1924,0.0,98144,47.5873,-122.294,1630,4040,2.2444444444444445,Average,NO,Good,Low Average,1624.0097686849138,319.0479993548982
450.0,3,3.0,2840,39324,1.0,0,0,2,9,2200,640,1988,0.0,98092,47.3076,-122.101,2840,39413,6.311111111111111,None,NO,Average,Better,1624.0097686849138,319.0479993548982
450.0,2,3.0,1790,1709,2.0,0,0,2,7,1400,390,2001,0.0,98144,47.5926,-122.296,1460,1462,3.977777777777778,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,1.0,1290,47044,1.0,0,0,2,7,1150,140,1968,0.0,98029,47.5655,-121.99799999999999,1960,49658,2.8666666666666667,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,3.0,1670,2589,2.0,0,0,2,8,1670,0,2000,0.0,98027,47.5314,-122.04700000000001,1670,2897,3.7111111111111112,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,5,3.0,2850,209523,1.0,0,0,3,7,1930,0,1925,1968.0,98058,47.3939,-122.089,2220,209523,6.333333333333333,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,2060,44866,1.0,0,0,2,8,2060,0,1953,0.0,98077,47.7503,-122.051,2320,43995,4.5777777777777775,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,2,1.0,1180,6000,1.0,0,0,2,7,1180,0,1910,0.0,98119,47.6531,-122.37299999999999,1600,6000,2.6222222222222222,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,1.0,1350,10000,1.0,0,0,3,7,1350,0,1954,0.0,98006,47.5741,-122.133,1450,10000,3.0,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1640,13500,1.0,0,0,2,7,1110,530,1940,0.0,98125,47.7164,-122.304,1770,12600,3.6444444444444444,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,3.0,1990,3478,2.0,0,0,2,10,1520,470,1990,0.0,98199,47.6361,-122.399,1710,6157,4.4222222222222225,None,NO,Average,Very Good,1624.0097686849138,319.0479993548982
450.0,5,3.0,2510,10240,1.0,0,0,3,8,1410,1100,1984,0.0,98059,47.4732,-122.141,2170,10500,5.5777777777777775,None,NO,Good,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1940,8312,1.0,0,1,3,7,1220,720,1963,0.0,98166,47.4556,-122.346,2060,9503,4.311111111111111,Fair,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,3.0,2480,5647,2.0,0,0,2,7,2480,0,2002,0.0,98065,47.5355,-121.88,2510,5018,5.511111111111111,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,1.0,1100,4600,1.0,0,0,2,7,1100,0,1917,0.0,98116,47.5686,-122.385,1200,5175,2.4444444444444446,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1760,10013,2.0,0,0,3,8,1760,0,1983,0.0,98056,47.5336,-122.189,1810,9768,3.911111111111111,None,NO,Good,Good,1624.0097686849138,319.0479993548982
450.0,2,2.0,1250,2890,1.0,0,0,3,7,790,460,1920,0.0,98103,47.6795,-122.353,1500,3225,2.7777777777777777,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1960,10682,1.0,0,0,2,7,1960,0,1957,0.0,98008,47.6319,-122.124,1540,10682,4.355555555555555,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,2,1.0,1340,7250,1.0,0,0,3,7,1340,0,1951,0.0,98125,47.7015,-122.32,1450,7026,2.977777777777778,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,2,2.0,1730,4248,2.0,0,0,2,7,1730,0,1905,0.0,98144,47.5933,-122.30799999999999,1380,4000,3.8444444444444446,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,1.0,1540,9028,1.0,0,0,3,6,1540,0,1968,0.0,98033,47.6698,-122.177,1450,9028,3.422222222222222,None,NO,Good,Low Average,1624.0097686849138,319.0479993548982
450.0,2,1.0,950,4560,1.5,0,0,2,7,950,0,1925,0.0,98112,47.6288,-122.3,2040,4560,2.111111111111111,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,3.0,2280,4557,2.0,0,0,2,8,2280,0,2010,0.0,98028,47.7733,-122.266,2070,4610,5.066666666666666,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1250,5963,1.0,0,0,3,7,1250,0,1953,0.0,98115,47.6796,-122.301,970,5100,2.7777777777777777,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,4,2.0,1640,1480,1.0,0,0,3,7,820,820,1912,0.0,98105,47.6684,-122.314,1420,2342,3.6444444444444444,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,3.0,1800,4357,2.0,0,0,2,8,1800,0,2013,0.0,98065,47.5337,-121.84100000000001,1800,3663,4.0,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,4.0,1790,1288,3.0,0,0,2,8,1390,400,2000,0.0,98199,47.651,-122.384,1560,1426,3.977777777777778,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1350,7200,1.0,0,0,4,7,1350,0,1954,0.0,98125,47.713,-122.28399999999999,1100,7200,3.0,None,NO,Very Good,Average,1624.0097686849138,319.0479993548982
450.0,3,1.0,1350,92721,1.0,0,0,1,6,1200,150,1946,0.0,98055,47.4657,-122.198,1860,8096,3.0,None,NO,Fair,Low Average,1624.0097686849138,319.0479993548982
450.0,4,3.0,2300,19250,1.0,0,0,3,7,2300,0,1955,0.0,98045,47.4793,-121.77600000000001,1460,19250,5.111111111111111,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1540,9154,1.0,0,0,2,8,1540,0,1983,0.0,98074,47.6207,-122.042,1990,10273,3.422222222222222,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1520,7903,1.0,0,0,3,7,1000,520,1955,0.0,98006,47.5659,-122.141,1520,9830,3.3777777777777778,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,2,1.0,1180,10720,1.0,0,0,3,7,1180,0,1955,0.0,98007,47.5893,-122.135,1420,10750,2.6222222222222222,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1620,1057,3.0,0,0,2,8,1540,80,2009,0.0,98027,47.5396,-122.02600000000001,1390,942,3.6,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,4,3.0,1540,4840,1.0,0,2,3,7,850,690,1929,0.0,98126,47.5491,-122.375,1180,4840,3.422222222222222,Average,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,2,1.0,910,5000,1.0,0,0,3,6,910,0,1914,0.0,98117,47.683,-122.374,1480,5000,2.022222222222222,None,NO,Good,Low Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1510,43560,1.0,0,0,2,7,1510,0,1954,0.0,98077,47.7218,-122.079,2060,67756,3.3555555555555556,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,4,3.0,2310,5650,1.0,0,2,2,8,1330,980,1952,0.0,98118,47.51300000000001,-122.25200000000001,2300,5650,5.133333333333334,Average,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,5,2.0,1870,7344,1.5,0,0,2,7,1870,0,1960,0.0,98007,47.5951,-122.14399999999999,1870,7650,4.155555555555556,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,4,2.0,2160,4333,1.0,0,0,3,8,1260,900,1942,0.0,98117,47.6893,-122.38799999999999,1670,4426,4.8,None,NO,Good,Good,1624.0097686849138,319.0479993548982
450.0,3,1.0,1290,5440,1.0,0,0,3,6,790,500,1929,0.0,98117,47.6951,-122.367,1220,5464,2.8666666666666667,None,NO,Good,Low Average,1624.0097686849138,319.0479993548982
450.0,4,3.0,2980,13260,1.0,0,0,3,8,1800,1180,1979,0.0,98056,47.5152,-122.197,1920,10731,6.622222222222222,None,NO,Good,Good,1624.0097686849138,319.0479993548982
450.0,5,4.0,3931,9497,2.0,0,0,2,10,2650,1281,2014,0.0,98023,47.3008,-122.38600000000001,3510,9497,8.735555555555555,None,NO,Average,Very Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1740,9488,1.0,0,0,3,8,1180,560,1977,0.0,98056,47.5339,-122.17399999999999,1880,8615,3.8666666666666667,None,NO,Good,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,1390,10530,1.0,0,0,2,7,1390,0,1961,0.0,98033,47.7025,-122.196,1750,10530,3.088888888888889,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,2290,16258,1.0,0,0,4,8,2290,0,1960,0.0,98058,47.4672,-122.165,1660,10530,5.088888888888889,None,NO,Very Good,Good,1624.0097686849138,319.0479993548982
450.0,3,3.0,1250,892,2.0,0,0,2,8,1040,0,2010,0.0,98116,47.5826,-122.387,1250,1296,2.7777777777777777,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,4,2.0,1740,12204,1.0,0,0,2,7,1270,470,1961,0.0,98155,47.7675,-122.277,2190,12204,3.8666666666666667,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,4,2.0,2120,8267,2.0,0,0,2,8,2120,0,1996,0.0,98045,47.4885,-121.779,2150,7746,4.711111111111111,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,2290,44866,1.0,0,0,2,8,1390,900,1981,0.0,98077,47.7398,-122.041,2410,44866,5.088888888888889,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,2,1.0,1380,4390,1.0,0,0,3,8,880,500,1931,0.0,98115,47.6947,-122.323,1390,5234,3.066666666666667,None,NO,Good,Good,1624.0097686849138,319.0479993548982
450.0,4,3.0,2500,36254,1.0,0,0,3,8,1590,910,1978,0.0,98027,47.4685,-122.00399999999999,2360,36254,5.555555555555555,None,NO,Good,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,2450,42180,1.0,0,0,3,7,2450,0,1978,2000.0,98042,47.3549,-122.111,1440,42180,5.444444444444445,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,2,1.0,1030,4365,1.0,0,0,2,7,1030,0,1942,0.0,98117,47.6875,-122.387,1420,4268,2.2888888888888888,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1150,4500,1.5,0,0,2,7,1150,0,1917,1991.0,98103,47.6985,-122.348,1230,5400,2.5555555555555554,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,2,2.0,1020,1049,3.0,0,0,2,8,1020,0,2008,0.0,98103,47.68,-122.348,1350,1395,2.2666666666666666,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,6,2.0,3550,11780,1.0,0,0,3,8,2960,590,1948,0.0,98125,47.7218,-122.31200000000001,2360,8850,7.888888888888889,None,NO,Good,Good,1624.0097686849138,319.0479993548982
450.0,2,2.0,1100,3000,1.5,0,0,2,7,1100,0,1912,2005.0,98117,47.6797,-122.36200000000001,1390,4000,2.4444444444444446,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,2.0,1680,11250,1.0,0,0,3,8,1680,0,1967,0.0,98045,47.4861,-121.786,1760,12160,3.7333333333333334,None,NO,Good,Good,1624.0097686849138,319.0479993548982
450.0,7,4.0,3150,7800,2.0,0,0,2,8,3150,0,2013,0.0,98118,47.5259,-122.279,1880,6000,7.0,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,2.0,2080,111513,1.5,0,0,2,8,1680,400,1977,0.0,98072,47.7403,-122.11200000000001,2440,107157,4.622222222222222,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,3.0,1639,2710,2.0,0,0,2,8,1479,160,2003,0.0,98144,47.5924,-122.294,1580,1733,3.6422222222222222,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,4,2.0,1860,7808,1.0,0,0,2,7,1080,780,1953,0.0,98125,47.7314,-122.3,1530,7884,4.133333333333334,None,NO,Average,Average,1624.0097686849138,319.0479993548982
450.0,3,1.0,1360,3737,1.5,0,0,3,6,1360,0,1910,0.0,98107,47.6751,-122.36200000000001,1820,4500,3.022222222222222,None,NO,Good,Low Average,1624.0097686849138,319.0479993548982
450.0,3,3.0,1530,762,2.0,0,0,2,8,1050,480,2007,0.0,98119,47.641999999999996,-122.374,1610,1482,3.4,None,NO,Average,Good,1624.0097686849138,319.0479993548982
450.0,3,1.0,1150,35415,1.0,0,0,3,7,1010,0,1950,0.0,98008,47.5974,-122.12899999999999,2460,11781,2.5555555555555554,None,NO,Good,Average,1624.0097686849138,319.0479993548982
450.0,3,3.0,2530,8116,2.0,0,0,2,8,2530,0,2001,0.0,98011,47.7597,-122.167,2280,8791,5.622222222222222,None,NO,Average,Good,1624.0097686849138,319.0479993548982
