price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_diff,sqft_diff_ratio,sqft_living_squared,sqft_lot_squared,sqft_diff_squared
468000.0,2,1.0,1160,6000,1.0,0,0,3,7,860,300,1942,0.0,98115,47.69,-122.292,1330,6000,4840,0.8066666666666666,1345600,36000000,34654400
310000.0,3,1.0,1430,19901,1.5,0,0,3,7,1430,0,1927,0.0,98028,47.7558,-122.229,1780,12697,18471,0.9281443143560625,2044900,396049801,394004901
400000.0,3,1.75,1370,9680,1.0,0,0,3,7,1370,0,1977,0.0,98074,47.6127,-122.045,1370,10208,8310,0.8584710743801653,1876900,93702400,91825500
530000.0,5,2.0,1810,4850,1.5,0,0,2,7,1810,0,1900,0.0,98107,47.67,-122.39399999999999,1360,4850,3040,0.6268041237113402,3276100,23522500,20246400
650000.0,4,3.0,2950,5000,2.0,0,3,2,9,1980,970,1979,0.0,98126,47.5714,-122.375,2140,4000,2050,0.41,8702500,25000000,16297500
395000.0,3,2.0,1890,14040,2.0,0,0,2,7,1890,0,1994,0.0,98019,47.7277,-121.962,1890,14018,12150,0.8653846153846154,3572100,197121600,193549500
485000.0,4,1.0,1600,4300,1.5,0,0,3,7,1600,0,1916,0.0,98103,47.6648,-122.34299999999999,1610,4300,2700,0.627906976744186,2560000,18490000,15930000
189000.0,2,1.0,1200,9850,1.0,0,0,3,7,1200,0,1921,0.0,98002,47.3089,-122.21,1060,5095,8650,0.8781725888324873,1440000,97022500,95582500
230000.0,3,1.0,1250,9774,1.0,0,0,3,7,1250,0,1969,0.0,98003,47.3343,-122.306,1280,8850,8524,0.872109678739513,1562500,95531076,93968576
385000.0,4,1.75,1620,4980,1.0,0,0,3,7,860,760,1947,0.0,98133,47.7025,-122.34100000000001,1400,4980,3360,0.6746987951807228,2624400,24800400,22176000
2000000.0,3,2.75,3050,44867,1.0,0,4,2,9,2330,720,1968,0.0,98040,47.5316,-122.23299999999999,4110,20336,41817,0.9320213074197071,9302500,2013047689,2003745189
285000.0,5,2.5,2270,6300,2.0,0,0,2,8,2270,0,1995,0.0,98092,47.3266,-122.169,2240,7005,4030,0.6396825396825396,5152900,39690000,34537100
252700.0,2,1.5,1070,9643,1.0,0,0,2,7,1070,0,1985,0.0,98030,47.3533,-122.166,1220,8386,8573,0.889038680908431,1144900,92987449,91842549
329000.0,3,2.25,2450,6500,2.0,0,0,3,8,2450,0,1985,0.0,98030,47.3739,-122.17200000000001,2200,6865,4050,0.6230769230769231,6002500,42250000,36247500
233000.0,3,2.0,1710,4697,1.5,0,0,4,6,1710,0,1941,0.0,98002,47.3048,-122.21799999999999,1030,4705,2987,0.6359378326591442,2924100,22061809,19137709
937000.0,3,1.75,2450,2691,2.0,0,0,2,8,1750,700,1915,0.0,98119,47.6386,-122.36,1760,3573,241,0.08955778520995912,6002500,7241481,1238981
667000.0,3,1.0,1400,1581,1.5,0,0,4,8,1400,0,1909,0.0,98112,47.6221,-122.314,1860,3861,181,0.11448450347881088,1960000,2499561,539561
438000.0,3,1.75,1520,6380,1.0,0,0,2,7,790,730,1948,0.0,98115,47.695,-122.304,1520,6235,4860,0.7617554858934169,2310400,40704400,38394000
719000.0,4,2.5,2570,7173,2.0,0,0,2,8,2570,0,2005,0.0,98052,47.7073,-122.11,2630,6026,4603,0.6417119754635439,6604900,51451929,44847029
580500.0,3,2.5,2320,3980,2.0,0,0,2,8,2320,0,2003,0.0,98027,47.5391,-122.07,2580,3980,1660,0.41708542713567837,5382400,15840400,10458000
280000.0,2,1.5,1190,1265,3.0,0,0,2,7,1190,0,2005,0.0,98133,47.7274,-122.35700000000001,1390,1756,75,0.05928853754940711,1416100,1600225,184125
687500.0,4,1.75,2330,5000,1.5,0,0,3,7,1510,820,1929,0.0,98117,47.6823,-122.368,1460,5000,2670,0.534,5428900,25000000,19571100
535000.0,3,1.0,1090,3000,1.5,0,0,3,8,1090,0,1929,0.0,98117,47.6889,-122.375,1570,5080,1910,0.6366666666666667,1188100,9000000,7811900
322500.0,4,2.75,2060,6659,1.0,0,0,2,7,1280,780,1981,0.0,98058,47.4276,-122.15700000000001,2020,8720,4599,0.6906442408770086,4243600,44342281,40098681
696000.0,3,2.5,2300,3060,1.5,0,0,2,8,1510,790,1930,2002.0,98115,47.6827,-122.31,1590,3264,760,0.24836601307189543,5290000,9363600,4073600
550000.0,4,1.0,1660,34848,1.0,0,0,0,5,930,730,1933,0.0,98052,47.6621,-122.132,2160,11467,33188,0.9523645546372819,2755600,1214383104,1211627504
640000.0,4,2.0,2360,6000,2.0,0,0,3,8,2360,0,1904,0.0,98107,47.6702,-122.36200000000001,1730,4700,3640,0.6066666666666667,5569600,36000000,30430400
240000.0,4,1.0,1220,8075,1.0,0,0,1,7,890,330,1969,0.0,98001,47.3341,-122.28200000000001,1290,7800,6855,0.8489164086687306,1488400,65205625,63717225
605000.0,4,2.5,2620,7553,2.0,0,0,2,8,2620,0,1996,0.0,98056,47.5301,-122.18,2620,11884,4933,0.6531179663709784,6864400,57047809,50183409
625000.0,4,2.5,2570,5520,2.0,0,0,2,9,2570,0,2000,0.0,98074,47.6145,-122.027,2470,5669,2950,0.5344202898550725,6604900,30470400,23865500
775000.0,4,2.25,4220,24186,1.0,0,0,2,8,2600,1620,1984,0.0,98166,47.445,-122.34700000000001,2410,30617,19966,0.8255188952286446,17808400,584962596,567154196
861990.0,5,2.75,3595,5639,2.0,0,0,2,9,3595,0,2014,0.0,98053,47.6848,-122.016,3625,5639,2044,0.3624756162440149,12924025,31798321,18874296
685000.0,3,1.0,1570,2280,2.0,0,0,2,7,1570,0,1922,0.0,98119,47.6413,-122.36399999999999,1580,2640,710,0.31140350877192985,2464900,5198400,2733500
309000.0,3,1.0,1280,9656,1.0,0,0,3,6,920,360,1959,0.0,98058,47.4485,-122.175,1340,8808,8376,0.8674399337199669,1638400,93238336,91599936
488000.0,3,2.5,3160,13603,2.0,0,0,2,8,3160,0,2003,0.0,98019,47.7443,-121.977,3050,9232,10443,0.7676983018451812,9985600,185041609,175056009
210490.0,3,1.0,990,8528,1.0,0,0,2,6,990,0,1966,0.0,98023,47.3066,-122.37100000000001,1228,8840,7538,0.8839118198874296,980100,72726784,71746684
785000.0,4,2.5,2290,13416,2.0,0,0,3,9,2290,0,1981,0.0,98007,47.6194,-122.15100000000001,2680,13685,11126,0.8293082886106142,5244100,179989056,174744956
450000.0,3,1.75,1250,5963,1.0,0,0,3,7,1250,0,1953,0.0,98115,47.6796,-122.301,970,5100,4713,0.7903739728324669,1562500,35557369,33994869
1350000.0,3,2.5,2753,65005,1.0,1,2,4,9,2165,588,1953,0.0,98070,47.4041,-122.45100000000001,2680,72513,62252,0.9576494115837243,7579009,4225650025,4218071016
228000.0,3,1.0,1190,9199,1.0,0,0,2,7,1190,0,1955,0.0,98148,47.4258,-122.322,1190,9364,8009,0.870638112838352,1416100,84621601,83205501
345000.0,5,2.5,3150,9134,1.0,0,0,3,8,1640,1510,1966,0.0,98056,47.4934,-122.189,1990,9133,5984,0.6551346617035253,9922500,83429956,73507456
600000.0,3,1.75,1410,4080,1.0,0,0,3,7,1000,410,1950,0.0,98117,47.6808,-122.384,1410,4080,2670,0.6544117647058824,1988100,16646400,14658300
585000.0,2,1.75,1980,8550,1.0,0,0,2,7,990,990,1981,0.0,98117,47.6989,-122.369,1480,6738,6570,0.7684210526315789,3920400,73102500,69182100
920000.0,5,2.25,2730,6000,1.5,0,0,2,8,2130,600,1927,0.0,98105,47.6571,-122.281,2730,6000,3270,0.545,7452900,36000000,28547100
885000.0,4,2.5,2830,5000,2.0,0,0,2,9,2830,0,1995,0.0,98105,47.6597,-122.29,1950,5000,2170,0.434,8008900,25000000,16991100
292500.0,4,2.5,2250,4495,2.0,0,0,2,7,2250,0,2008,0.0,98042,47.3663,-122.11399999999999,2250,4500,2245,0.4994438264738598,5062500,20205025,15142525
301000.0,3,2.5,2420,4750,2.0,0,0,2,8,2420,0,2003,0.0,98042,47.3663,-122.12200000000001,2690,4750,2330,0.4905263157894737,5856400,22562500,16706100
951000.0,5,3.25,3250,14342,2.0,0,4,3,8,3250,0,1968,0.0,98008,47.588,-122.116,2960,11044,11092,0.7733928322409706,10562500,205692964,195130464
430000.0,4,3.0,1850,9976,2.0,0,0,2,8,1850,0,1991,0.0,98059,47.5059,-122.149,2270,8542,8126,0.8145549318364074,3422500,99520576,96098076
650000.0,3,2.25,2150,21235,1.0,0,3,3,8,1590,560,1959,0.0,98166,47.4336,-122.339,2570,18900,19085,0.8987520602778432,4622500,450925225,446302725
289000.0,3,1.75,1260,8400,1.0,0,0,2,7,1260,0,1954,0.0,98148,47.4366,-122.335,1290,8750,7140,0.85,1587600,70560000,68972400
505000.0,3,1.75,2519,8690,2.0,0,0,4,8,2519,0,1973,0.0,98166,47.4428,-122.344,2500,9500,6171,0.710126582278481,6345361,75516100,69170739
549000.0,3,1.75,1540,1044,3.0,0,0,2,8,1540,0,2014,0.0,98115,47.6765,-122.32,1580,3090,-496,-0.47509578544061304,2371600,1089936,-1281664
425000.0,3,2.25,1660,6000,1.0,0,0,2,7,1110,550,1979,0.0,98122,47.6113,-122.29700000000001,1440,4080,4340,0.7233333333333334,2755600,36000000,33244400
317625.0,3,2.75,2770,3809,1.5,0,0,4,7,1770,1000,1925,0.0,98144,47.5747,-122.304,1440,4000,1039,0.2727750065634025,7672900,14508481,6835581
975000.0,4,2.5,2720,11049,2.0,0,0,2,10,2720,0,1989,0.0,98004,47.5815,-122.19200000000001,2750,11049,8329,0.7538238754638429,7398400,122080401,114682001
287000.0,4,2.5,2240,4648,2.0,0,0,2,7,2240,0,2005,0.0,98001,47.3378,-122.257,2221,4557,2408,0.5180722891566265,5017600,21603904,16586304
204000.0,3,1.0,1000,12070,1.0,0,0,3,7,1000,0,1968,0.0,98042,47.3621,-122.11,1010,12635,11070,0.9171499585749793,1000000,145684900,144684900
1330000.0,5,2.25,3200,20158,1.0,0,0,2,8,1600,1600,1965,0.0,98004,47.6303,-122.215,3390,20158,16958,0.8412540926679234,10240000,406344964,396104964
1040000.0,5,3.25,4770,50094,1.0,0,0,3,11,3070,1700,1973,0.0,98005,47.6525,-122.16,3530,38917,45324,0.9047790154509522,22752900,2509408836,2486655936
325000.0,3,2.0,1260,5612,1.0,0,0,3,7,1260,0,1972,0.0,98034,47.7362,-122.179,1640,4745,4352,0.7754811119030649,1587600,31494544,29906944
571000.0,4,2.0,2750,7807,1.5,0,0,4,7,2250,500,1916,0.0,98125,47.7168,-122.287,1510,7807,5057,0.6477520174202639,7562500,60949249,53386749
360000.0,4,2.5,2380,5000,2.0,0,0,2,8,2380,0,2005,0.0,98038,47.3608,-122.036,2420,5000,2620,0.524,5664400,25000000,19335600
349000.0,3,1.75,1790,50529,1.0,0,0,4,7,1090,700,1965,0.0,98042,47.3511,-122.073,1940,50529,48739,0.9645747986304894,3204100,2553179841,2549975741
832500.0,4,4.0,3430,35102,2.0,0,0,3,10,2390,1040,1986,0.0,98075,47.5822,-121.98700000000001,3240,35020,31672,0.9022847700985699,11764900,1232150404,1220385504
380000.0,4,1.75,1760,7300,1.0,0,0,2,7,880,880,1956,0.0,98008,47.6034,-122.125,1680,7500,5540,0.7589041095890411,3097600,53290000,50192400
480000.0,3,1.0,1040,5060,1.0,0,0,2,7,1040,0,1941,0.0,98116,47.5636,-122.39399999999999,890,5060,4020,0.7944664031620553,1081600,25603600,24522000
410000.0,3,1.0,1410,5060,1.0,0,0,3,7,910,500,1956,0.0,98133,47.7073,-122.34,1130,5693,3650,0.7213438735177866,1988100,25603600,23615500
720000.0,4,2.5,3450,39683,2.0,0,0,2,10,3450,0,2002,0.0,98010,47.342,-122.025,3350,39750,36233,0.9130610084923015,11902500,1574740489,1562837989
390000.0,3,2.5,2350,5100,2.0,0,0,2,8,2350,0,2003,0.0,98038,47.3512,-122.008,2350,5363,2750,0.5392156862745098,5522500,26010000,20487500
360000.0,4,2.5,1900,5889,2.0,0,0,2,7,1900,0,1992,0.0,98038,47.349,-122.031,1870,6405,3989,0.6773645780268297,3610000,34680321,31070321
355000.0,2,1.0,2020,6720,1.0,0,0,2,7,1010,1010,1948,0.0,98118,47.5474,-122.291,1720,6720,4700,0.6994047619047619,4080400,45158400,41078000
356000.0,3,1.5,1680,8712,1.0,0,0,2,8,1680,0,1964,0.0,98059,47.4811,-122.149,1850,8797,7032,0.8071625344352618,2822400,75898944,73076544
315000.0,3,1.0,960,6634,1.0,0,0,2,6,960,0,1952,0.0,98125,47.7264,-122.31,1570,7203,5674,0.8552909255351221,921600,44009956,43088356
940000.0,3,1.5,2140,3600,2.0,0,0,2,9,1900,240,1925,0.0,98119,47.6337,-122.365,2020,4800,1460,0.40555555555555556,4579600,12960000,8380400
305000.0,5,2.25,2660,8400,1.5,0,0,4,7,2660,0,1961,0.0,98092,47.2909,-122.189,1590,8165,5740,0.6833333333333333,7075600,70560000,63484400
461000.0,3,3.25,2770,6278,2.0,0,0,2,9,1980,790,2006,0.0,98056,47.5228,-122.199,1900,7349,3508,0.5587766804714878,7672900,39413284,31740384
215000.0,2,2.25,1610,2040,2.0,0,0,3,7,1610,0,1979,0.0,98056,47.518,-122.194,1950,2025,430,0.2107843137254902,2592100,4161600,1569500
335000.0,2,1.75,1030,1066,2.0,0,0,2,7,765,265,2006,0.0,98136,47.5394,-122.387,1030,1106,36,0.03377110694183865,1060900,1136356,75456
243500.0,4,2.5,1980,7403,2.0,0,0,2,7,1980,0,1988,0.0,98023,47.2897,-122.37200000000001,1980,7510,5423,0.7325408618127786,3920400,54804409,50884009
1100000.0,5,2.75,3520,6353,2.0,0,0,3,10,3520,0,2001,0.0,98199,47.6506,-122.391,2520,6250,2833,0.44593105619392415,12390400,40360609,27970209
153000.0,3,1.0,1200,10500,1.0,0,0,2,7,1200,0,1962,0.0,98023,47.321999999999996,-122.351,1350,10500,9300,0.8857142857142857,1440000,110250000,108810000
430000.0,3,1.5,1580,5000,1.0,0,0,2,8,1290,290,1939,0.0,98117,47.687,-122.38600000000001,1570,4500,3420,0.684,2496400,25000000,22503600
700000.0,3,1.5,1580,5000,1.0,0,0,2,8,1290,290,1939,0.0,98117,47.687,-122.38600000000001,1570,4500,3420,0.684,2496400,25000000,22503600
905000.0,4,2.5,3300,10250,1.0,0,0,2,7,2390,910,1946,1991.0,98040,47.5873,-122.249,1950,6045,6950,0.6780487804878049,10890000,105062500,94172500
247500.0,3,1.75,1960,15681,1.0,0,0,2,7,1960,0,1967,0.0,98032,47.3576,-122.277,1750,15616,13721,0.8750079714303934,3841600,245893761,242052161
199000.0,4,1.5,1160,6400,1.0,0,0,3,7,1160,0,1975,0.0,98023,47.3036,-122.37799999999999,1160,6400,5240,0.81875,1345600,40960000,39614400
314000.0,3,1.75,1810,41800,1.0,0,0,4,7,1210,600,1980,0.0,98038,47.4109,-121.958,1650,135036,39990,0.9566985645933014,3276100,1747240000,1743963900
437500.0,3,2.5,2320,36847,2.0,0,2,2,9,2320,0,1992,0.0,98045,47.4838,-121.714,2550,35065,34527,0.9370369365212907,5382400,1357701409,1352319009
850830.0,3,2.5,2070,13241,1.5,0,0,4,9,1270,800,1910,0.0,98102,47.6415,-122.315,2200,4500,11171,0.843667396722302,4284900,175324081,171039181
555000.0,3,2.0,1980,3478,1.5,0,0,3,7,1440,540,1929,0.0,98117,47.6775,-122.37200000000001,1610,3478,1498,0.4307073030477286,3920400,12096484,8176084
699950.0,3,2.25,2190,107593,2.0,0,0,3,8,2190,0,1983,0.0,98077,47.7731,-122.08,2570,47777,105403,0.9796455159722287,4796100,11576253649,11571457549
1090000.0,3,2.5,2920,8113,2.0,0,0,2,8,2920,0,1950,2010.0,98004,47.5814,-122.196,2370,8113,5193,0.6400838160976211,8526400,65820769,57294369
290000.0,3,1.0,1210,33919,1.0,0,0,2,7,1210,0,1954,0.0,98058,47.4375,-122.184,1640,14910,32709,0.9643267785017247,1464100,1150498561,1149034461
375000.0,3,2.5,2340,10005,1.0,0,0,3,8,1460,880,1978,0.0,98058,47.4431,-122.133,2250,8162,7665,0.7661169415292354,5475600,100100025,94624425
460000.0,3,1.0,1670,4005,1.5,0,0,3,7,1170,500,1939,0.0,98117,47.6878,-122.38,1240,4005,2335,0.5830212234706617,2788900,16040025,13251125
188500.0,2,1.75,1240,2493,1.0,0,0,3,8,1240,0,1985,0.0,98198,47.3813,-122.322,1270,4966,1253,0.5026073004412355,1537600,6215049,4677449
680000.0,4,2.5,3140,28037,2.0,0,0,3,10,3140,0,1991,0.0,98077,47.7304,-122.08200000000001,2990,35001,24897,0.8880051360701929,9859600,786073369,776213769
470000.0,5,1.75,2030,12342,2.0,0,0,3,7,2030,0,1942,0.0,98052,47.6417,-122.109,2500,9433,10312,0.8355209852536055,4120900,152324964,148204064
597750.0,4,2.5,2310,9624,2.0,0,0,2,8,2310,0,1984,0.0,98027,47.5386,-122.053,1940,9636,7314,0.7599750623441397,5336100,92621376,87285276
570000.0,3,1.75,1260,3328,1.0,0,0,4,6,700,560,1905,0.0,98103,47.6823,-122.34899999999999,1380,3536,2068,0.6213942307692307,1587600,11075584,9487984
272500.0,3,1.75,1540,12600,1.0,0,0,3,7,1160,0,1980,0.0,98038,47.3624,-122.031,1540,11656,11060,0.8777777777777778,2371600,158760000,156388400
329950.0,3,1.75,2080,5969,1.0,0,2,2,7,1080,1000,1971,0.0,98108,47.5474,-122.295,2090,5500,3889,0.6515329200871167,4326400,35628961,31302561
480000.0,4,2.5,3230,16171,2.0,0,0,2,9,2520,710,2001,0.0,98001,47.3183,-122.25299999999999,2640,8517,12941,0.8002597241976378,10432900,261501241,251068341
740500.0,3,3.5,4380,6350,2.0,0,0,2,8,2780,0,1900,0.0,98117,47.6981,-122.368,1830,6350,1970,0.3102362204724409,19184400,40322500,21138100
518500.0,3,3.5,1590,1102,3.0,0,0,2,8,1590,0,2010,0.0,98103,47.6824,-122.34700000000001,1620,3166,-488,-0.44283121597096187,2528100,1214404,-1313696
205425.0,2,1.0,880,6780,1.0,0,0,3,6,880,0,1945,0.0,98178,47.5009,-122.24799999999999,1190,6780,5900,0.8702064896755162,774400,45968400,45194000
171800.0,4,2.0,1570,9600,1.0,0,0,2,6,1570,0,1950,0.0,98168,47.4965,-122.303,1880,9000,8030,0.8364583333333333,2464900,92160000,89695100
535000.0,4,1.0,1610,2982,1.5,0,0,3,7,1610,0,1925,0.0,98144,47.586999999999996,-122.294,1610,4040,1372,0.460093896713615,2592100,8892324,6300224
660000.0,3,2.5,2400,6474,1.0,0,2,2,8,1560,840,1964,0.0,98177,47.7728,-122.38600000000001,2340,10856,4074,0.629286376274328,5760000,41912676,36152676
391500.0,3,2.0,1450,9132,1.0,0,0,2,7,1450,0,1987,0.0,98034,47.7288,-122.226,1580,9104,7682,0.8412176960140166,2102500,83393424,81290924
395000.0,2,1.0,770,6000,1.0,0,0,2,6,770,0,1953,0.0,98117,47.6999,-122.36399999999999,1710,6000,5230,0.8716666666666667,592900,36000000,35407100
445000.0,4,1.75,2100,4400,1.5,0,0,4,7,1720,380,1924,0.0,98118,47.5299,-122.266,1850,4400,2300,0.5227272727272727,4410000,19360000,14950000
770000.0,3,2.25,2910,10204,2.0,0,0,2,9,2910,0,1990,0.0,98052,47.6897,-122.098,2700,13992,7294,0.7148177185417484,8468100,104121616,95653516
1450000.0,4,2.75,2750,17789,1.5,0,0,2,8,1980,770,1914,1992.0,98004,47.6141,-122.212,3060,11275,15039,0.845410084883917,7562500,316448521,308886021
445000.0,3,2.25,2100,8201,1.0,0,2,2,8,1620,480,1967,0.0,98178,47.5091,-122.244,2660,8712,6101,0.7439336666260212,4410000,67256401,62846401
260000.0,4,2.25,2160,8811,1.0,0,0,2,8,1360,800,1978,0.0,98023,47.3129,-122.39,2090,8400,6651,0.7548518896833504,4665600,77633721,72968121
822500.0,5,3.5,2320,4960,2.0,0,0,4,7,1720,600,1926,0.0,98103,47.6763,-122.352,1700,4960,2640,0.532258064516129,5382400,24601600,19219200
430000.0,4,2.5,2070,4310,2.0,0,0,2,7,2070,0,2004,0.0,98065,47.5319,-121.85,1970,3748,2240,0.5197215777262181,4284900,18576100,14291200
212000.0,3,1.75,1060,7875,1.0,0,0,3,7,1060,0,1986,0.0,98092,47.2761,-122.152,1420,7680,6815,0.8653968253968254,1123600,62015625,60892025
660500.0,4,2.25,2010,9603,1.0,0,0,2,8,1440,570,1986,0.0,98027,47.5343,-122.054,2060,9793,7593,0.7906904092471103,4040100,92217609,88177509
784000.0,3,3.5,3950,111078,1.5,0,0,2,9,2460,1490,1989,0.0,98052,47.696999999999996,-122.072,2480,88500,107128,0.9644394029420768,15602500,12338322084,12322719584
453246.0,3,2.5,2010,2287,2.0,0,0,2,8,1390,620,2014,0.0,98029,47.5517,-121.99799999999999,1690,1662,277,0.12111937035417578,4040100,5230369,1190269
675000.0,4,3.5,2140,2278,3.0,0,0,2,9,2140,0,2005,0.0,98107,47.6734,-122.38,1540,2285,138,0.06057945566286216,4579600,5189284,609684
199000.0,3,1.75,1320,17390,1.0,0,0,3,7,1320,0,1956,0.0,98003,47.3257,-122.296,1550,19265,16070,0.9240943070730305,1742400,302412100,300669700
220000.0,4,1.75,2020,7840,1.0,0,0,2,7,1010,1010,1968,0.0,98003,47.3309,-122.29899999999999,1750,8140,5820,0.7423469387755102,4080400,61465600,57385200
452000.0,4,2.25,2590,10002,1.0,0,0,3,8,1340,1250,1968,0.0,98028,47.7689,-122.266,1550,10436,7412,0.7410517896420716,6708100,100040004,93331904
382500.0,2,1.0,1190,4440,1.0,0,0,2,6,1190,0,1981,0.0,98125,47.7135,-122.287,1060,5715,3250,0.7319819819819819,1416100,19713600,18297500
519950.0,3,2.25,1170,1249,3.0,0,0,2,8,1170,0,2014,0.0,98107,47.6722,-122.381,1350,1310,79,0.0632506004803843,1368900,1560001,191101
665000.0,2,1.0,1110,3200,1.0,0,0,2,7,1110,0,1925,0.0,98119,47.6338,-122.35799999999999,1170,3600,2090,0.653125,1232100,10240000,9007900
527700.0,5,2.5,2820,9375,1.0,0,0,3,8,1550,1270,1968,0.0,98006,47.5707,-122.12799999999999,2820,9375,6555,0.6992,7952400,87890625,79938225
205000.0,3,1.0,1610,8579,1.0,0,0,3,7,1010,600,1962,0.0,98058,47.4563,-122.171,1610,8579,6969,0.8123324396782842,2592100,73599241,71007141
420000.0,3,1.0,1060,8097,1.0,0,0,3,7,940,120,1923,0.0,98133,47.7144,-122.351,1560,7940,7037,0.8690873162899839,1123600,65561409,64437809
500000.0,4,2.25,2030,8517,1.0,0,0,3,8,1380,650,1961,0.0,98006,47.5495,-122.17399999999999,2230,8824,6487,0.7616531642597159,4120900,72539289,68418389
921500.0,4,2.5,3670,315374,2.0,0,0,3,9,3670,0,1994,0.0,98077,47.7421,-122.02600000000001,2840,87991,311704,0.9883630229505286,13468900,99460759876,99447290976
890000.0,4,1.0,2550,4000,2.0,0,0,2,8,2370,180,1905,0.0,98109,47.6354,-122.353,2200,4000,1450,0.3625,6502500,16000000,9497500
430000.0,2,2.5,2420,60984,2.0,0,0,2,7,2420,0,2007,0.0,98027,47.5262,-121.943,1940,193842,58564,0.9603174603174603,5856400,3719048256,3713191856
258000.0,5,2.0,2260,12500,1.0,0,0,3,8,1130,1130,1960,0.0,98032,47.3887,-122.286,1360,18000,10240,0.8192,5107600,156250000,151142400
511000.0,3,1.0,1430,3455,1.0,0,0,2,7,980,450,1947,0.0,98103,47.6873,-122.336,1450,4599,2025,0.5861070911722142,2044900,11937025,9892125
532170.0,3,2.0,1360,3090,2.0,0,0,2,8,1360,0,1990,0.0,98103,47.6838,-122.353,1500,3090,1730,0.5598705501618123,1849600,9548100,7698500
560000.0,3,1.0,1110,5000,1.5,0,0,2,7,1110,0,1947,0.0,98107,47.655,-122.359,1420,5000,3890,0.778,1232100,25000000,23767900
282950.0,3,1.0,1250,8200,1.0,0,0,3,7,1250,0,1954,0.0,98003,47.3255,-122.304,1680,8633,6950,0.8475609756097561,1562500,67240000,65677500
2250000.0,4,3.25,5180,19850,2.0,0,3,2,12,3540,1640,2006,0.0,98006,47.562,-122.162,3160,9750,14670,0.7390428211586901,26832400,394022500,367190100
350000.0,1,1.0,700,5100,1.0,0,0,2,7,700,0,1942,0.0,98115,47.678999999999995,-122.3,1010,5100,4400,0.8627450980392157,490000,26010000,25520000
215000.0,3,1.0,1180,7669,1.0,0,0,3,7,1180,0,1967,0.0,98058,47.4479,-122.176,1190,7669,6489,0.8461337853696701,1392400,58813561,57421161
650000.0,5,3.5,3960,25245,2.0,0,0,2,9,2500,1460,1996,0.0,98056,47.525,-122.17200000000001,2640,13675,21285,0.8431372549019608,15681600,637310025,621628425
320000.0,4,2.75,2640,7500,1.0,0,0,2,8,1620,1020,1967,0.0,98023,47.3135,-122.369,1980,7875,4860,0.648,6969600,56250000,49280400
247000.0,3,2.0,1270,7198,1.5,0,0,2,7,1270,0,1916,2013.0,98022,47.2086,-121.99600000000001,1160,7198,5928,0.8235621005834954,1612900,51811204,50198304
320000.0,4,1.75,1760,11180,1.0,0,0,3,8,1760,0,1968,0.0,98059,47.4715,-122.118,1730,11180,9420,0.8425760286225402,3097600,124992400,121894800
255000.0,5,2.25,2060,8632,1.0,0,0,2,7,1030,1030,1962,0.0,98146,47.4877,-122.335,1010,11680,6572,0.7613531047265987,4243600,74511424,70267824
438000.0,3,1.75,1780,9660,1.0,0,0,2,7,1780,0,1962,0.0,98034,47.7171,-122.193,1200,9660,7880,0.8157349896480331,3168400,93315600,90147200
