price,lat,long,zipcode
260000.0,47.3129,-122.39,98023
822500.0,47.6763,-122.352,98103
430000.0,47.5319,-121.85,98065
212000.0,47.2761,-122.152,98092
660500.0,47.5343,-122.054,98027
784000.0,47.696999999999996,-122.072,98052
453246.0,47.5517,-121.99799999999999,98029
675000.0,47.6734,-122.38,98107
199000.0,47.3257,-122.296,98003
220000.0,47.3309,-122.29899999999999,98003
452000.0,47.7689,-122.266,98028
382500.0,47.7135,-122.287,98125
519950.0,47.6722,-122.381,98107
665000.0,47.6338,-122.35799999999999,98119
527700.0,47.5707,-122.12799999999999,98006
205000.0,47.4563,-122.171,98058
420000.0,47.7144,-122.351,98133
500000.0,47.5495,-122.17399999999999,98006
921500.0,47.7421,-122.02600000000001,98077
890000.0,47.6354,-122.353,98109
430000.0,47.5262,-121.943,98027
258000.0,47.3887,-122.286,98032
511000.0,47.6873,-122.336,98103
532170.0,47.6838,-122.353,98103
560000.0,47.655,-122.359,98107
282950.0,47.3255,-122.304,98003
2250000.0,47.562,-122.162,98006
350000.0,47.678999999999995,-122.3,98115
215000.0,47.4479,-122.176,98058
650000.0,47.525,-122.17200000000001,98056
320000.0,47.3135,-122.369,98023
247000.0,47.2086,-121.99600000000001,98022
320000.0,47.4715,-122.118,98059
255000.0,47.4877,-122.335,98146
438000.0,47.7171,-122.193,98034
900000.0,47.6012,-122.023,98075
441000.0,47.7319,-122.22399999999999,98034
420000.0,47.4582,-122.023,98027
370000.0,47.7209,-122.16799999999999,98034
269950.0,47.408,-122.32700000000001,98198
807100.0,47.565,-122.125,98006
653000.0,47.7028,-122.23100000000001,98034
371500.0,47.7458,-122.331,98133
284000.0,47.4776,-122.337,98166
272000.0,47.3026,-122.374,98023
313000.0,47.7658,-122.339,98133
917500.0,47.6477,-122.182,98033
673000.0,47.5619,-122.125,98006
425000.0,47.6106,-122.31,98122
399950.0,47.5868,-122.30799999999999,98144
385000.0,47.6101,-122.307,98122
269950.0,47.1976,-121.999,98022
330000.0,47.7224,-122.35799999999999,98177
260000.0,47.3505,-122.179,98030
470000.0,47.5384,-122.376,98126
589000.0,47.7044,-122.2,98034
163500.0,47.3848,-122.039,98038
835000.0,47.6993,-122.102,98052
1100000.0,47.6627,-122.18799999999999,98033
269000.0,47.3099,-122.37899999999999,98023
560000.0,47.62,-122.04299999999999,98074
615000.0,47.65,-122.34,98103
585188.0,47.6647,-122.15299999999999,98052
305000.0,47.726000000000006,-122.191,98034
166950.0,47.4616,-122.184,98058
799000.0,47.5505,-122.219,98040
400000.0,47.7606,-122.336,98133
230000.0,47.7481,-122.3,98155
256883.0,47.2779,-122.34700000000001,98023
423000.0,47.5511,-122.31200000000001,98108
465000.0,47.5488,-122.37200000000001,98126
440000.0,47.5385,-121.911,98024
385000.0,47.4058,-121.994,98038
210000.0,47.5093,-122.184,98056
297000.0,47.3777,-122.165,98042
470000.0,47.675,-122.39399999999999,98107
226500.0,47.3025,-122.37,98023
274250.0,47.4787,-122.15799999999999,98059
840000.0,47.5378,-122.219,98040
677900.0,47.7073,-122.11399999999999,98052
425000.0,47.5733,-122.381,98116
180250.0,47.4604,-122.339,98166
464000.0,47.7067,-122.34299999999999,98133
320000.0,47.354,-122.04700000000001,98038
625504.0,47.6647,-122.28399999999999,98105
592500.0,47.6143,-122.01700000000001,98074
465000.0,47.3185,-122.275,98001
477000.0,47.5458,-122.26799999999999,98118
280000.0,47.4889,-122.29899999999999,98168
1510000.0,47.5673,-122.21,98040
445838.0,47.5133,-122.37899999999999,98146
1070000.0,47.5884,-122.291,98144
467000.0,47.7145,-122.367,98177
686000.0,47.5836,-122.02600000000001,98075
279950.0,47.398,-122.29899999999999,98198
527000.0,47.7663,-122.215,98011
325000.0,47.3758,-122.21700000000001,98030
328000.0,47.3828,-122.023,98038
390000.0,47.5123,-122.37299999999999,98146
479950.0,47.7076,-122.01299999999999,98053
264950.0,47.2922,-122.37100000000001,98023
235000.0,47.4075,-122.214,98031
516500.0,47.6794,-122.03399999999999,98053
655000.0,47.4497,-122.375,98166
500000.0,47.5218,-122.164,98059
315000.0,47.3103,-122.339,98023
213000.0,47.5687,-121.899,98024
475000.0,47.5575,-122.303,98108
1030000.0,47.6489,-122.18299999999999,98033
416000.0,47.3459,-121.95,98010
410000.0,47.6136,-122.303,98122
800000.0,47.7641,-122.023,98077
472000.0,47.3376,-122.324,98003
225000.0,47.3173,-122.319,98003
210000.0,47.5308,-122.376,98126
455000.0,47.6727,-122.29899999999999,98115
225000.0,47.3221,-122.21600000000001,98002
480000.0,47.6779,-122.353,98103
363000.0,47.3076,-122.395,98023
2400000.0,47.6338,-122.072,98074
181000.0,47.5218,-122.35700000000001,98106
250000.0,47.2785,-122.213,98002
481000.0,47.6846,-122.345,98103
260000.0,47.3656,-122.27799999999999,98032
455000.0,47.4369,-122.111,98058
415000.0,47.4616,-121.711,98045
349500.0,47.5405,-122.27,98118
245000.0,47.3507,-122.178,98030
592500.0,47.6979,-122.32,98115
385000.0,47.5278,-122.345,98106
315000.0,47.4756,-122.147,98059
255000.0,47.4437,-121.772,98045
693000.0,47.7048,-122.109,98052
780000.0,47.6362,-122.302,98112
237000.0,47.4207,-122.29,98198
525000.0,47.6154,-122.04700000000001,98074
425000.0,47.5964,-122.29899999999999,98144
369900.0,47.4683,-122.43799999999999,98070
290000.0,47.4045,-122.171,98031
285000.0,47.5544,-122.35799999999999,98106
415000.0,47.6802,-122.29,98115
272500.0,47.2988,-122.37100000000001,98023
2900000.0,47.6312,-122.223,98004
1370000.0,47.7285,-122.042,98077
436000.0,47.7107,-122.352,98133
210000.0,47.3271,-122.323,98003
236000.0,47.5053,-122.255,98178
331000.0,47.6601,-122.4,98199
365000.0,47.4145,-122.166,98031
450000.0,47.4672,-122.165,98058
770000.0,47.7618,-122.26100000000001,98028
455000.0,47.3828,-122.071,98038
405000.0,47.5362,-122.26799999999999,98118
304900.0,47.3954,-122.206,98031
170000.0,47.5048,-122.272,98178
2050000.0,47.6166,-122.287,98122
780000.0,47.6811,-122.025,98053
330000.0,47.7486,-122.23,98028
370000.0,47.3846,-122.169,98030
467000.0,47.7564,-122.14399999999999,98072
405000.0,47.7198,-122.193,98034
675000.0,47.5461,-122.15100000000001,98006
500000.0,47.5712,-122.14299999999999,98006
389999.0,47.4281,-122.34299999999999,98166
630000.0,47.7128,-122.223,98034
360000.0,47.3341,-122.255,98001
580000.0,47.5399,-122.181,98056
550000.0,47.5717,-122.375,98126
879000.0,47.5951,-122.01700000000001,98075
265000.0,47.3536,-122.14399999999999,98042
446500.0,47.5084,-122.154,98059
404000.0,47.5586,-122.311,98108
267500.0,47.4427,-122.274,98188
3080000.0,47.6053,-122.07700000000001,98074
335000.0,47.3494,-122.301,98003
576000.0,47.6933,-122.39299999999999,98117
208633.0,47.3537,-122.0,98038
315000.0,47.476000000000006,-122.337,98166
725000.0,47.6239,-122.29799999999999,98112
550000.0,47.7776,-122.384,98177
610750.0,47.6459,-122.05799999999999,98074
550700.0,47.6692,-122.29700000000001,98105
665000.0,47.5376,-122.18,98056
834000.0,47.601000000000006,-122.294,98144
201000.0,47.528999999999996,-121.837,98065
2380000.0,47.6345,-122.367,98119
1380000.0,47.5503,-122.102,98006
1400000.0,47.5503,-122.102,98006
305000.0,47.4441,-122.125,98058
487000.0,47.7357,-122.333,98133
390000.0,47.346000000000004,-122.15700000000001,98042
548000.0,47.6638,-122.345,98103
268750.0,47.48,-122.336,98166
819900.0,47.6759,-122.15100000000001,98052
520000.0,47.5162,-122.057,98027
230000.0,47.2639,-122.25200000000001,98001
240000.0,47.2929,-122.37100000000001,98023
232000.0,47.4957,-122.352,98146
240500.0,47.4957,-122.352,98146
274975.0,47.7721,-122.09299999999999,98077
740000.0,47.644,-122.319,98102
186375.0,47.472,-122.344,98166
790000.0,47.592,-122.166,98005
880000.0,47.669,-122.275,98105
279000.0,47.42,-122.323,98198
295000.0,47.1913,-122.012,98022
640000.0,47.6666,-122.331,98103
940000.0,47.5639,-122.21700000000001,98040
260000.0,47.3483,-122.052,98038
559900.0,47.7648,-122.164,98072
791500.0,47.6794,-122.35700000000001,98103
265000.0,47.7535,-122.354,98133
245000.0,47.4945,-122.22,98178
485000.0,47.6945,-122.09299999999999,98052
684000.0,47.5222,-122.15700000000001,98059
425000.0,47.7222,-122.32,98125
309600.0,47.3796,-122.49,98070
552250.0,47.5374,-121.875,98065
165000.0,47.4897,-122.24,98178
239900.0,47.4897,-122.24,98178
320000.0,47.4716,-122.07799999999999,98059
206600.0,47.3581,-122.17299999999999,98030
387000.0,47.7713,-122.307,98155
299000.0,47.675,-121.854,98014
855000.0,47.5603,-122.22200000000001,98040
315000.0,47.4147,-122.337,98166
437500.0,47.68,-122.353,98103
252000.0,47.3117,-122.27,98001
375000.0,47.543,-122.28,98118
300000.0,47.3607,-122.03399999999999,98038
420000.0,47.5759,-122.137,98006
900000.0,47.6891,-122.15899999999999,98033
679900.0,47.565,-122.381,98116
463000.0,47.6359,-121.97399999999999,98053
380000.0,47.4769,-122.141,98059
329500.0,47.3845,-122.029,98038
604950.0,47.6743,-122.184,98033
795000.0,47.5651,-122.164,98006
465000.0,47.4853,-121.709,98045
673000.0,47.4508,-122.359,98166
810000.0,47.6375,-122.016,98074
785000.0,47.5944,-122.042,98075
338000.0,47.4888,-122.182,98056
280000.0,47.5112,-122.19,98056
315000.0,47.7711,-122.34100000000001,98133
530000.0,47.7711,-122.34100000000001,98133
380000.0,47.2813,-122.345,98023
297000.0,47.5038,-122.189,98056
730000.0,47.5823,-121.97,98075
450000.0,47.7164,-122.304,98125
275000.0,47.3624,-122.045,98038
595000.0,47.6831,-122.329,98115
435000.0,47.592,-122.307,98144
270000.0,47.7461,-122.195,98011
950000.0,47.7268,-122.06,98077
389000.0,47.7237,-121.959,98019
560000.0,47.6283,-122.095,98052
1350000.0,47.5543,-122.148,98006
799000.0,47.5483,-122.226,98040
365500.0,47.7591,-122.146,98072
252350.0,47.4612,-122.169,98058
403950.0,47.4987,-122.365,98146
385000.0,47.772,-122.35799999999999,98177
345000.0,47.5287,-122.35,98106
490000.0,47.6109,-122.11399999999999,98008
330000.0,47.7736,-121.90100000000001,98019
927000.0,47.6294,-122.21799999999999,98004
1120000.0,47.5634,-122.213,98040
330000.0,47.7405,-122.241,98028
530000.0,47.5976,-122.118,98008
365000.0,47.5722,-122.12899999999999,98006
378750.0,47.5644,-122.289,98118
269900.0,47.4556,-122.15700000000001,98058
557000.0,47.6055,-122.305,98122
360000.0,47.1775,-122.022,98022
352000.0,47.6879,-122.385,98117
437000.0,47.4807,-121.779,98045
322500.0,47.3845,-122.03200000000001,98038
650000.0,47.5815,-122.402,98116
450000.0,47.6609,-122.344,98103
278500.0,47.3163,-122.18799999999999,98092
364950.0,47.4309,-122.191,98055
840000.0,47.401,-122.02600000000001,98038
268000.0,47.403999999999996,-122.191,98031
517534.0,47.3889,-122.48200000000001,98070
632925.0,47.7718,-122.095,98077
577500.0,47.7067,-122.2,98034
339000.0,47.504,-122.227,98178
570000.0,47.7015,-122.164,98052
563500.0,47.5753,-121.95,98024
423000.0,47.7448,-122.333,98133
355000.0,47.7318,-121.98200000000001,98019
1550000.0,47.5954,-121.95,98024
482000.0,47.6885,-122.337,98103
625000.0,47.5724,-122.179,98006
538000.0,47.5272,-122.169,98056
380000.0,47.4334,-122.161,98058
375000.0,47.6073,-122.30799999999999,98122
245000.0,47.3592,-122.046,98038
310000.0,47.4546,-122.337,98166
1300000.0,47.6408,-122.219,98004
397000.0,47.7245,-122.2,98034
365000.0,47.4362,-122.178,98058
328500.0,47.3739,-122.156,98042
988000.0,47.7205,-122.12700000000001,98052
1000000.0,47.6636,-122.33,98103
237000.0,47.4324,-122.197,98055
525000.0,47.7734,-122.22399999999999,98011
749000.0,47.559,-122.164,98006
722500.0,47.633,-122.041,98074
843000.0,47.6954,-122.103,98052
438000.0,47.6776,-122.318,98115
578000.0,47.504,-122.382,98146
227950.0,47.2613,-122.255,98001
196000.0,47.3417,-122.271,98001
641000.0,47.6694,-122.275,98105
350000.0,47.4056,-121.955,98038
205000.0,47.3838,-122.289,98032
400000.0,47.7487,-122.08200000000001,98072
1030000.0,47.5534,-122.07799999999999,98027
505000.0,47.7355,-122.18,98034
475000.0,47.7206,-122.211,98034
520000.0,47.7691,-122.262,98028
1450000.0,47.7183,-122.258,98034
333500.0,47.7736,-122.214,98011
232000.0,47.361999999999995,-122.029,98038
691100.0,47.5698,-122.12100000000001,98006
811000.0,47.5505,-122.221,98040
551000.0,47.7605,-122.234,98028
496500.0,47.7356,-122.15700000000001,98072
705000.0,47.3844,-122.43799999999999,98070
578000.0,47.4904,-122.226,98055
255000.0,47.3663,-122.089,98042
1050000.0,47.5637,-122.12299999999999,98006
348000.0,47.3759,-122.125,98042
230000.0,47.3912,-122.167,98031
359500.0,47.3305,-122.37100000000001,98023
330000.0,47.7617,-122.35700000000001,98133
80000.0,47.6499,-121.90899999999999,98014
465000.0,47.7311,-122.353,98133
325000.0,47.3701,-122.10700000000001,98042
340500.0,47.4857,-122.318,98168
342500.0,47.3724,-122.042,98038
290900.0,47.4855,-122.266,98178
868700.0,47.6336,-122.064,98074
1200000.0,47.717,-122.281,98125
1150000.0,47.6332,-122.066,98074
859900.0,47.5906,-122.06200000000001,98074
520000.0,47.5461,-121.99799999999999,98029
460000.0,47.5674,-122.29,98118
438924.0,47.6943,-122.29,98115
315000.0,47.5486,-122.38,98126
590000.0,47.6658,-122.18799999999999,98033
378500.0,47.5772,-122.15299999999999,98006
328500.0,47.3875,-122.161,98042
849950.0,47.6344,-122.17399999999999,98005
525000.0,47.5275,-122.391,98136
1390000.0,47.6179,-122.005,98074
295000.0,47.3078,-122.37799999999999,98023
1070000.0,47.5521,-122.137,98006
207950.0,47.5158,-122.264,98118
699900.0,47.5985,-121.977,98075
1280000.0,47.5645,-122.08200000000001,98027
452000.0,47.6734,-122.154,98052
370000.0,47.4734,-122.186,98055
232000.0,47.3811,-122.087,98042
669950.0,47.7081,-122.215,98034
397500.0,47.7193,-122.21600000000001,98034
490000.0,47.6192,-122.301,98112
725000.0,47.5836,-122.387,98116
299000.0,47.3841,-122.28399999999999,98032
625000.0,47.5872,-122.39,98116
437500.0,47.5322,-121.88,98065
650000.0,47.5416,-121.86399999999999,98065
475000.0,47.6799,-122.381,98117
342000.0,47.3672,-122.15100000000001,98042
1200000.0,47.684,-122.205,98033
280000.0,47.4404,-122.191,98055
240000.0,47.4467,-122.281,98188
529000.0,47.6729,-122.363,98107
442000.0,47.5346,-122.385,98136
615000.0,47.6454,-122.37299999999999,98119
1490000.0,47.6821,-122.196,98033
585000.0,47.7206,-122.11,98052
480000.0,47.4877,-122.139,98059
1100000.0,47.6554,-122.01799999999999,98053
290000.0,47.7343,-122.34700000000001,98133
615000.0,47.5789,-122.39299999999999,98116
300000.0,47.7439,-122.339,98133
308000.0,47.3818,-122.225,98030
750000.0,47.6734,-122.17299999999999,98033
2250000.0,47.6415,-122.285,98112
890000.0,47.4711,-122.084,98059
288000.0,47.452,-122.177,98058
190000.0,47.4973,-122.221,98178
515000.0,47.7546,-122.34100000000001,98133
235000.0,47.4667,-122.215,98055
275000.0,47.5186,-122.374,98126
727500.0,47.6221,-122.193,98004
650000.0,47.683,-122.039,98053
1600000.0,47.6033,-121.943,98024
365000.0,47.7315,-122.305,98125
662000.0,47.6917,-122.084,98052
270500.0,47.3608,-122.056,98038
200000.0,47.2852,-122.19,98092
970000.0,47.5931,-122.071,98075
160000.0,47.4097,-122.316,98198
204000.0,47.3105,-122.021,98010
358000.0,47.4296,-122.161,98058
452000.0,47.7373,-122.197,98011
595000.0,47.6582,-122.345,98103
249000.0,47.3577,-122.16,98042
346900.0,47.449,-122.205,98055
2130000.0,47.4169,-122.348,98166
280000.0,47.5025,-122.186,98056
318888.0,47.3644,-122.28,98032
530000.0,47.5896,-122.009,98075
375000.0,47.3914,-122.169,98031
910000.0,47.7197,-122.131,98052
782000.0,47.5623,-122.116,98006
259950.0,47.5213,-122.35700000000001,98106
315000.0,47.4518,-122.16,98058
215000.0,47.4949,-122.3,98168
705000.0,47.5885,-122.24799999999999,98040
1450000.0,47.6452,-122.411,98199
451000.0,47.748999999999995,-122.305,98155
261000.0,47.4727,-122.198,98055
396000.0,47.7403,-122.256,98028
725000.0,47.5146,-122.117,98059
1950000.0,47.5666,-122.23100000000001,98040
238000.0,47.4339,-122.291,98188
750000.0,47.6368,-122.09700000000001,98052
331500.0,47.3628,-122.075,98042
460000.0,47.52,-121.845,98065
404950.0,47.2953,-122.083,98092
880000.0,47.6935,-122.352,98103
863000.0,47.6239,-122.023,98074
638700.0,47.5846,-122.16799999999999,98005
435000.0,47.6969,-122.02600000000001,98053
260000.0,47.505,-122.259,98178
671500.0,47.667,-122.289,98105
610000.0,47.6376,-122.353,98109
405000.0,47.6929,-121.87,98014
338900.0,47.3572,-122.015,98038
720000.0,47.5816,-121.97,98075
442000.0,47.5502,-122.311,98108
650000.0,47.6136,-122.29899999999999,98122
263500.0,47.4478,-122.161,98058
300000.0,47.4219,-122.007,98038
266000.0,47.3521,-122.212,98002
930000.0,47.7466,-122.029,98077
530000.0,47.7727,-122.229,98028
180000.0,47.3062,-122.37100000000001,98023
619000.0,47.5422,-121.86,98065
264000.0,47.3366,-122.306,98003
730000.0,47.573,-122.40899999999999,98116
439000.0,47.7258,-122.177,98034
268500.0,47.4025,-122.176,98031
330000.0,47.476000000000006,-121.755,98045
640000.0,47.6045,-122.307,98122
900000.0,47.6366,-122.05799999999999,98074
370000.0,47.3725,-122.06,98038
685000.0,47.5897,-122.292,98144
505000.0,47.6277,-121.97200000000001,98053
265000.0,47.1803,-121.97399999999999,98022
290000.0,47.4489,-122.18799999999999,98055
296000.0,47.3665,-122.01700000000001,98038
360000.0,47.4964,-122.251,98178
240500.0,47.492,-122.31700000000001,98168
372500.0,47.5496,-122.37299999999999,98126
595000.0,47.5008,-121.77600000000001,98045
515000.0,47.2846,-122.34100000000001,98023
1220000.0,47.5494,-122.21600000000001,98040
507000.0,47.7123,-122.027,98053
399950.0,47.3131,-122.115,98092
185000.0,47.3122,-121.99600000000001,98010
460000.0,47.6947,-122.125,98052
435500.0,47.5665,-122.01799999999999,98029
469000.0,47.425,-122.28299999999999,98188
531000.0,47.6634,-122.34,98103
443500.0,47.7047,-122.37299999999999,98177
223000.0,47.3666,-122.084,98042
590000.0,47.7466,-122.242,98028
340000.0,47.6972,-122.35,98103
650000.0,47.6372,-122.395,98199
533600.0,47.5694,-122.001,98029
695000.0,47.6214,-122.024,98074
242000.0,47.3961,-122.18799999999999,98031
425000.0,47.7162,-122.309,98125
525000.0,47.6844,-122.113,98052
485000.0,47.5737,-122.01799999999999,98029
175000.0,47.4474,-121.771,98045
210000.0,47.3128,-122.184,98092
260000.0,47.4022,-122.171,98031
577000.0,47.5671,-122.391,98116
200000.0,47.2876,-122.212,98002
605000.0,47.681999999999995,-122.37200000000001,98117
325000.0,47.7125,-122.331,98133
289500.0,47.496,-122.23899999999999,98178
559950.0,47.5876,-122.309,98144
1040000.0,47.6821,-122.273,98115
543500.0,47.6581,-122.396,98199
480000.0,47.3496,-122.094,98042
218000.0,47.1951,-122.001,98022
565000.0,47.6539,-122.396,98199
426700.0,47.5375,-122.178,98056
650000.0,47.7605,-122.26700000000001,98028
542000.0,47.6663,-122.32600000000001,98105
415000.0,47.6978,-122.13,98052
214000.0,47.3221,-122.215,98002
245000.0,47.4488,-122.275,98188
314500.0,47.2681,-122.31,98003
1120000.0,47.5821,-122.39,98116
378000.0,47.5395,-122.39,98136
305000.0,47.33600000000001,-122.26899999999999,98001
595000.0,47.7679,-122.26100000000001,98028
729500.0,47.5818,-122.402,98116
430000.0,47.5317,-121.853,98065
240000.0,47.3647,-122.05,98038
545000.0,47.5338,-122.384,98136
530000.0,47.6681,-122.305,98105
157000.0,47.4152,-122.3,98198
425000.0,47.5044,-122.35,98146
220000.0,47.4793,-122.346,98166
521000.0,47.7627,-122.07600000000001,98077
325000.0,47.5193,-122.274,98118
597500.0,47.555,-122.37899999999999,98126
337000.0,47.526,-121.82600000000001,98065
1000000.0,47.655,-122.124,98052
3070000.0,47.7022,-122.22399999999999,98034
495000.0,47.6718,-122.26700000000001,98105
748000.0,47.6327,-122.109,98052
888000.0,47.6245,-122.198,98004
269900.0,47.4761,-121.758,98045
496500.0,47.5221,-122.045,98027
475000.0,47.7522,-122.27799999999999,98155
312000.0,47.7145,-122.311,98125
323000.0,47.7404,-122.11,98072
331000.0,47.4834,-122.15899999999999,98059
306000.0,47.7049,-122.353,98133
655000.0,47.6915,-122.381,98117
290000.0,47.33600000000001,-122.319,98003
1250000.0,47.6597,-122.274,98105
460000.0,47.6759,-122.286,98115
435000.0,47.6988,-122.319,98115
664000.0,47.5427,-122.181,98006
865000.0,47.6462,-122.318,98102
385000.0,47.4406,-122.146,98058
497000.0,47.705,-122.20200000000001,98034
280000.0,47.4965,-121.785,98045
188000.0,47.5024,-122.271,98178
478500.0,47.5304,-122.387,98136
1150000.0,47.544,-121.87200000000001,98065
222000.0,47.291000000000004,-122.368,98023
799000.0,47.6932,-122.006,98053
609900.0,47.3558,-122.00399999999999,98038
413000.0,47.5536,-122.359,98106
400000.0,47.6942,-122.321,98115
802541.0,47.5462,-122.182,98006
320000.0,47.2918,-122.346,98023
507000.0,47.5441,-121.882,98065
387500.0,47.6982,-122.29799999999999,98115
396000.0,47.7415,-122.101,98072
373000.0,47.4862,-122.22399999999999,98055
1480000.0,47.5553,-122.22,98040
359900.0,47.4406,-122.141,98058
410000.0,47.6997,-122.316,98115
690000.0,47.6726,-122.03,98053
245000.0,47.3702,-122.185,98030
700000.0,47.5896,-122.083,98075
268000.0,47.3923,-122.311,98198
225000.0,47.3664,-122.1,98042
980000.0,47.5894,-122.195,98004
795000.0,47.5708,-122.359,98106
195000.0,47.5156,-122.262,98118
480000.0,47.589,-122.177,98005
485000.0,47.6385,-122.37,98119
130000.0,47.4672,-122.291,98188
325000.0,47.3444,-122.32700000000001,98198
440000.0,47.731,-122.191,98034
550000.0,47.7646,-122.271,98155
310000.0,47.5015,-122.124,98059
530000.0,47.2413,-121.97200000000001,98022
390000.0,47.4206,-122.18299999999999,98031
243000.0,47.3575,-122.28,98001
639000.0,47.6285,-122.025,98074
215000.0,47.3437,-122.316,98003
405000.0,47.7573,-122.22,98011
250000.0,47.3745,-122.275,98032
405500.0,47.7359,-122.309,98155
452000.0,47.7142,-122.286,98125
730000.0,47.7142,-122.286,98125
267000.0,47.3131,-121.99799999999999,98010
289950.0,47.3668,-122.031,98038
565000.0,47.6893,-122.34899999999999,98103
1580000.0,47.635,-122.164,98005
636000.0,47.6664,-122.131,98052
350000.0,47.4938,-122.255,98178
320000.0,47.4525,-122.162,98058
210000.0,47.3825,-122.319,98198
245000.0,47.5326,-122.376,98126
