price,sqft_living,zipcode,zipcode_counts,lat,long
272000.0,1200,98178,262,47.5031,-122.242
349170.0,1670,98178,262,47.5056,-122.251
264250.0,1420,98178,262,47.4949,-122.23899999999999
339950.0,1890,98178,262,47.5018,-122.242
315000.0,1850,98178,262,47.4877,-122.24
270000.0,2600,98178,262,47.4881,-122.23700000000001
256000.0,1270,98178,262,47.5051,-122.242
284200.0,1540,98178,262,47.4973,-122.25200000000001
230000.0,1850,98178,262,47.4923,-122.24700000000001
292050.0,2840,98178,262,47.5065,-122.275
228000.0,2000,98178,262,47.5035,-122.258
339000.0,1740,98178,262,47.5026,-122.236
235000.0,1210,98178,262,47.4984,-122.22399999999999
466000.0,2240,98178,262,47.5096,-122.25
257000.0,1800,98178,262,47.4932,-122.27799999999999
166000.0,870,98178,262,47.4955,-122.23899999999999
340500.0,3070,98178,262,47.5007,-122.223
269000.0,1010,98178,262,47.49800000000001,-122.22200000000001
301350.0,1860,98178,262,47.5035,-122.255
290500.0,1680,98178,262,47.494,-122.279
415000.0,2170,98178,262,47.5073,-122.234
251000.0,1650,98178,262,47.5008,-122.257
450000.0,2810,98178,262,47.4869,-122.243
318000.0,1690,98178,262,47.4972,-122.264
238950.0,1190,98178,262,47.5012,-122.265
137900.0,1160,98178,262,47.503,-122.262
315000.0,2080,98178,262,47.4858,-122.23100000000001
354000.0,3020,98178,262,47.49800000000001,-122.225
324950.0,2320,98178,262,47.4909,-122.257
750000.0,2640,98178,262,47.5022,-122.223
230000.0,1910,98178,262,47.4975,-122.26100000000001
219950.0,990,98178,262,47.5031,-122.245
343500.0,1760,98178,262,47.5045,-122.24
275000.0,1690,98178,262,47.497,-122.227
272000.0,1040,98178,262,47.5078,-122.251
419000.0,2190,98178,262,47.5049,-122.23899999999999
286300.0,2000,98178,262,47.5066,-122.259
317000.0,2360,98178,262,47.4875,-122.255
287500.0,2020,98178,262,47.4891,-122.26299999999999
222900.0,1110,98178,262,47.4962,-122.242
625000.0,4010,98178,262,47.4928,-122.229
215000.0,710,98178,262,47.4903,-122.245
280000.0,1880,98178,262,47.5101,-122.259
218000.0,2010,98178,262,47.4947,-122.23299999999999
281000.0,1280,98178,262,47.4833,-122.23700000000001
363500.0,2180,98178,262,47.4973,-122.26799999999999
170000.0,790,98178,262,47.4984,-122.24
207000.0,860,98178,262,47.4906,-122.244
319950.0,1070,98178,262,47.507,-122.242
245000.0,1530,98178,262,47.5015,-122.262
255000.0,1320,98178,262,47.5068,-122.259
372000.0,2070,98178,262,47.5072,-122.257
300000.0,2360,98178,262,47.5044,-122.245
150000.0,1460,98178,262,47.5056,-122.25399999999999
190000.0,930,98178,262,47.4862,-122.264
265000.0,1970,98178,262,47.4861,-122.251
415000.0,2230,98178,262,47.508,-122.244
265000.0,1860,98178,262,47.4989,-122.265
200000.0,790,98178,262,47.4941,-122.24
229950.0,920,98178,262,47.5028,-122.243
229950.0,850,98178,262,47.4972,-122.22399999999999
452100.0,3160,98178,262,47.5037,-122.24
223000.0,1310,98178,262,47.5003,-122.26899999999999
361000.0,2130,98178,262,47.5057,-122.23100000000001
260000.0,2010,98178,262,47.5048,-122.251
335750.0,2400,98178,262,47.5045,-122.251
406000.0,1580,98178,262,47.5104,-122.25399999999999
229000.0,1190,98178,262,47.4933,-122.275
295000.0,1830,98178,262,47.5072,-122.272
239950.0,1460,98178,262,47.4952,-122.22399999999999
219900.0,860,98178,262,47.4931,-122.24700000000001
416100.0,2320,98178,262,47.5091,-122.241
200000.0,1480,98178,262,47.5045,-122.27
194000.0,1180,98178,262,47.4945,-122.249
135000.0,840,98178,262,47.494,-122.275
245000.0,2210,98178,262,47.4911,-122.22399999999999
520000.0,2210,98178,262,47.4911,-122.22399999999999
225000.0,1250,98178,262,47.4902,-122.256
157500.0,1100,98178,262,47.4963,-122.249
475000.0,2400,98178,262,47.5099,-122.26
329000.0,1200,98178,262,47.5065,-122.249
147000.0,1070,98178,262,47.4971,-122.279
225000.0,1070,98178,262,47.495,-122.227
840500.0,2290,98178,262,47.5114,-122.245
299980.0,1580,98178,262,47.5002,-122.24600000000001
254500.0,1150,98178,262,47.486000000000004,-122.264
249950.0,1730,98178,262,47.4953,-122.238
700000.0,1950,98178,262,47.5121,-122.24799999999999
415000.0,3040,98178,262,47.492,-122.225
345000.0,1990,98178,262,47.5086,-122.25200000000001
399000.0,1620,98178,262,47.5091,-122.262
325000.0,1670,98178,262,47.4893,-122.229
180000.0,890,98178,262,47.4976,-122.225
329950.0,2050,98178,262,47.4916,-122.22399999999999
218000.0,880,98178,262,47.5013,-122.244
326000.0,2290,98178,262,47.5034,-122.245
439000.0,2230,98178,262,47.5078,-122.236
277554.0,2350,98178,262,47.4939,-122.256
216500.0,710,98178,262,47.4886,-122.24600000000001
225000.0,800,98178,262,47.5001,-122.242
869000.0,1900,98178,262,47.5121,-122.24799999999999
227000.0,1200,98178,262,47.4951,-122.24799999999999
253000.0,880,98178,262,47.5002,-122.24700000000001
255000.0,1260,98178,262,47.5003,-122.24799999999999
227000.0,1340,98178,262,47.4916,-122.25399999999999
199988.0,860,98178,262,47.5005,-122.26700000000001
300000.0,1340,98178,262,47.5094,-122.244
315000.0,2080,98178,262,47.5107,-122.257
463000.0,1900,98178,262,47.495,-122.229
220000.0,1410,98178,262,47.4968,-122.277
285000.0,2380,98178,262,47.49800000000001,-122.22200000000001
261590.0,760,98178,262,47.4977,-122.259
90000.0,580,98178,262,47.4852,-122.251
220000.0,580,98178,262,47.4852,-122.251
159100.0,790,98178,262,47.4928,-122.23899999999999
430000.0,3890,98178,262,47.5073,-122.23899999999999
345000.0,2840,98178,262,47.4961,-122.235
292000.0,1600,98178,262,47.4939,-122.26100000000001
380000.0,3000,98178,262,47.492,-122.225
235000.0,1500,98178,262,47.4979,-122.24
280000.0,1550,98178,262,47.4951,-122.23700000000001
165000.0,1220,98178,262,47.4924,-122.23700000000001
260000.0,1220,98178,262,47.4924,-122.23700000000001
465000.0,2000,98178,262,47.5084,-122.24600000000001
361000.0,2380,98178,262,47.5009,-122.235
202500.0,1120,98178,262,47.4896,-122.24799999999999
385000.0,2370,98178,262,47.5039,-122.24
291000.0,1560,98178,262,47.4876,-122.226
135900.0,760,98178,262,47.5019,-122.26899999999999
244000.0,2000,98178,262,47.4816,-122.23299999999999
257500.0,1300,98178,262,47.4865,-122.238
190000.0,1280,98178,262,47.5035,-122.259
221347.0,1580,98178,262,47.4927,-122.24799999999999
224000.0,1760,98178,262,47.5003,-122.26
324950.0,2050,98178,262,47.5058,-122.235
185000.0,1080,98178,262,47.4883,-122.24799999999999
440000.0,2730,98178,262,47.4994,-122.234
229500.0,1870,98178,262,47.5071,-122.249
334000.0,2210,98178,262,47.4915,-122.228
460000.0,2870,98178,262,47.5009,-122.225
385000.0,2560,98178,262,47.4899,-122.255
279000.0,2690,98178,262,47.4914,-122.25299999999999
445000.0,3450,98178,262,47.4925,-122.273
335000.0,1900,98178,262,47.489,-122.249
664950.0,3190,98178,262,47.50899999999999,-122.24
450000.0,2240,98178,262,47.4999,-122.23200000000001
572000.0,2770,98178,262,47.5001,-122.23200000000001
538000.0,2570,98125,409,47.721000000000004,-122.319
571000.0,2750,98125,409,47.7168,-122.287
315000.0,960,98125,409,47.7264,-122.31
382500.0,1190,98125,409,47.7135,-122.287
425000.0,2500,98125,409,47.7222,-122.32
450000.0,1640,98125,409,47.7164,-122.304
1200000.0,4110,98125,409,47.717,-122.281
365000.0,1590,98125,409,47.7315,-122.305
425000.0,1820,98125,409,47.7162,-122.309
312000.0,1255,98125,409,47.7145,-122.311
452000.0,2660,98125,409,47.7142,-122.286
730000.0,2660,98125,409,47.7142,-122.286
971000.0,4390,98125,409,47.7174,-122.28200000000001
601000.0,1330,98125,409,47.7012,-122.286
397500.0,1510,98125,409,47.7289,-122.28299999999999
645000.0,2780,98125,409,47.7293,-122.28399999999999
530000.0,1930,98125,409,47.7191,-122.309
475000.0,1700,98125,409,47.7221,-122.31700000000001
528000.0,1910,98125,409,47.7259,-122.29799999999999
360000.0,1050,98125,409,47.7071,-122.301
353000.0,1350,98125,409,47.7098,-122.291
332500.0,1500,98125,409,47.7274,-122.31200000000001
632000.0,2560,98125,409,47.7021,-122.287
520000.0,2680,98125,409,47.726000000000006,-122.296
359000.0,1890,98125,409,47.7055,-122.3
549500.0,1620,98125,409,47.703,-122.281
326000.0,1782,98125,409,47.7114,-122.301
400000.0,1250,98125,409,47.7323,-122.304
375000.0,1330,98125,409,47.7231,-122.301
430000.0,2630,98125,409,47.7166,-122.29299999999999
387500.0,870,98125,409,47.7024,-122.322
429000.0,2210,98125,409,47.7031,-122.279
400000.0,1350,98125,409,47.7287,-122.31
417000.0,2300,98125,409,47.7137,-122.322
398500.0,1200,98125,409,47.7163,-122.29899999999999
521000.0,1870,98125,409,47.7029,-122.29700000000001
365000.0,990,98125,409,47.72,-122.32
467000.0,1220,98125,409,47.7133,-122.30799999999999
398000.0,1430,98125,409,47.7272,-122.311
390000.0,1600,98125,409,47.7109,-122.311
500000.0,2260,98125,409,47.7088,-122.302
473000.0,1050,98125,409,47.7163,-122.303
490000.0,1540,98125,409,47.7152,-122.322
490000.0,1600,98125,409,47.7015,-122.31700000000001
415000.0,1170,98125,409,47.7122,-122.29
430000.0,1460,98125,409,47.7195,-122.287
760000.0,2350,98125,409,47.7288,-122.28399999999999
420000.0,1720,98125,409,47.7336,-122.29
350000.0,1170,98125,409,47.7281,-122.289
320000.0,1780,98125,409,47.727,-122.3
505000.0,2280,98125,409,47.71100000000001,-122.306
517000.0,1180,98125,409,47.7165,-122.30799999999999
985000.0,3890,98125,409,47.7246,-122.28399999999999
427500.0,1350,98125,409,47.7318,-122.305
650000.0,2800,98125,409,47.7055,-122.315
228000.0,1060,98125,409,47.7317,-122.296
425000.0,1670,98125,409,47.7152,-122.28200000000001
395000.0,1960,98125,409,47.7326,-122.291
781000.0,1940,98125,409,47.7027,-122.28200000000001
401000.0,3010,98125,409,47.707,-122.316
349950.0,1400,98125,409,47.7127,-122.325
700000.0,2440,98125,409,47.7061,-122.307
637000.0,2850,98125,409,47.7097,-122.305
357250.0,1400,98125,409,47.7273,-122.309
310000.0,1030,98125,409,47.7263,-122.314
310000.0,1560,98125,409,47.7248,-122.325
512500.0,1540,98125,409,47.7046,-122.29299999999999
385100.0,1060,98125,409,47.7121,-122.287
455000.0,1870,98125,409,47.7171,-122.32
430000.0,1440,98125,409,47.7179,-122.316
775000.0,2740,98125,409,47.7084,-122.277
432000.0,1400,98125,409,47.7015,-122.316
425000.0,1670,98125,409,47.7253,-122.309
480000.0,1740,98125,409,47.7097,-122.303
458000.0,1470,98125,409,47.7032,-122.306
282000.0,1150,98125,409,47.7259,-122.32799999999999
527000.0,3000,98125,409,47.7226,-122.29899999999999
384400.0,1689,98125,409,47.7174,-122.31700000000001
534950.0,2240,98125,409,47.7046,-122.316
430000.0,1510,98125,409,47.7053,-122.303
925000.0,4420,98125,409,47.7211,-122.28299999999999
355000.0,1600,98125,409,47.7232,-122.289
450000.0,1860,98125,409,47.7314,-122.3
325000.0,1060,98125,409,47.7028,-122.321
407500.0,770,98125,409,47.7223,-122.321
316750.0,1256,98125,409,47.7146,-122.311
540000.0,1940,98125,409,47.7213,-122.31
336000.0,1060,98125,409,47.7333,-122.302
538000.0,3260,98125,409,47.7203,-122.323
319000.0,750,98125,409,47.7033,-122.30799999999999
375000.0,1240,98125,409,47.714,-122.28299999999999
175000.0,1160,98125,409,47.7149,-122.318
419950.0,2150,98125,409,47.7183,-122.285
446000.0,1730,98125,409,47.7188,-122.321
469950.0,1760,98125,409,47.7201,-122.301
267000.0,1400,98125,409,47.7124,-122.289
500000.0,2330,98125,409,47.7109,-122.323
390000.0,1640,98125,409,47.7255,-122.32700000000001
368000.0,1560,98125,409,47.7312,-122.29799999999999
294950.0,1240,98125,409,47.7277,-122.30799999999999
404000.0,1420,98125,409,47.7164,-122.306
630000.0,1930,98125,409,47.7078,-122.277
290000.0,1620,98125,409,47.7069,-122.29899999999999
780000.0,2910,98125,409,47.7071,-122.27600000000001
342000.0,1260,98125,409,47.731,-122.303
285000.0,1160,98125,409,47.724,-122.323
625000.0,1580,98125,409,47.706,-122.29
422000.0,1160,98125,409,47.7304,-122.30799999999999
510000.0,820,98125,409,47.7076,-122.28399999999999
489950.0,820,98125,409,47.7076,-122.28399999999999
1000000.0,1540,98125,409,47.7213,-122.29
675000.0,2220,98125,409,47.7065,-122.279
235000.0,910,98125,409,47.7332,-122.305
365000.0,910,98125,409,47.7332,-122.305
400000.0,3000,98125,409,47.7058,-122.315
300000.0,1490,98125,409,47.7276,-122.307
399950.0,1560,98125,409,47.7175,-122.288
1040000.0,2740,98125,409,47.7117,-122.27799999999999
375000.0,1430,98125,409,47.7197,-122.32799999999999
470000.0,1460,98125,409,47.7009,-122.301
362000.0,2360,98125,409,47.7201,-122.30799999999999
442500.0,1970,98125,409,47.7249,-122.29799999999999
460000.0,1860,98125,409,47.7165,-122.319
425000.0,2120,98125,409,47.7083,-122.30799999999999
369950.0,1640,98125,409,47.7125,-122.32
385000.0,1560,98125,409,47.718999999999994,-122.307
466750.0,1730,98125,409,47.7181,-122.316
350000.0,1370,98125,409,47.7263,-122.289
378500.0,880,98125,409,47.7262,-122.285
360000.0,1720,98125,409,47.7268,-122.311
482500.0,1330,98125,409,47.7181,-122.30799999999999
467500.0,2260,98125,409,47.7129,-122.304
500000.0,2690,98125,409,47.7062,-122.311
630000.0,2900,98125,409,47.7037,-122.30799999999999
445500.0,1880,98125,409,47.7131,-122.28299999999999
575000.0,1740,98125,409,47.705,-122.29899999999999
597000.0,2340,98125,409,47.73,-122.315
614905.0,2410,98125,409,47.7211,-122.31
403250.0,1430,98125,409,47.7307,-122.29
563000.0,1730,98125,409,47.7067,-122.28200000000001
270000.0,1500,98125,409,47.7276,-122.31200000000001
445800.0,1320,98125,409,47.7119,-122.319
715000.0,3420,98125,409,47.7081,-122.277
560000.0,2790,98125,409,47.7328,-122.288
376500.0,1630,98125,409,47.7326,-122.307
458000.0,990,98125,409,47.7132,-122.321
400000.0,1240,98125,409,47.7157,-122.28399999999999
659000.0,3190,98125,409,47.70399999999999,-122.3
942000.0,3160,98125,409,47.7214,-122.285
354901.0,1490,98125,409,47.7173,-122.29899999999999
463000.0,1590,98125,409,47.7012,-122.322
495000.0,1600,98125,409,47.701,-122.306
420000.0,1770,98125,409,47.7135,-122.315
399000.0,1460,98125,409,47.7246,-122.3
357500.0,1450,98125,409,47.7027,-122.289
525000.0,1540,98125,409,47.7041,-122.288
442500.0,1540,98125,409,47.7148,-122.301
688000.0,2250,98125,409,47.7108,-122.279
480000.0,1470,98125,409,47.726000000000006,-122.316
375000.0,1000,98125,409,47.7142,-122.319
296000.0,1320,98125,409,47.7224,-122.291
431750.0,1400,98125,409,47.7262,-122.316
362500.0,1520,98125,409,47.7162,-122.324
435000.0,1890,98125,409,47.7156,-122.31700000000001
445000.0,1410,98125,409,47.7026,-122.29
377500.0,1370,98125,409,47.7329,-122.30799999999999
587450.0,2190,98125,409,47.7303,-122.287
330000.0,1430,98125,409,47.7331,-122.29899999999999
350000.0,900,98125,409,47.7019,-122.311
395000.0,900,98125,409,47.7019,-122.311
281000.0,1280,98125,409,47.7162,-122.29299999999999
635000.0,2080,98125,409,47.7107,-122.289
699950.0,2070,98125,409,47.7058,-122.27799999999999
460000.0,1830,98125,409,47.701,-122.305
410000.0,1490,98125,409,47.711999999999996,-122.281
455000.0,910,98125,409,47.7153,-122.28399999999999
436000.0,1240,98125,409,47.7326,-122.288
1360000.0,2620,98125,409,47.7142,-122.277
860000.0,4500,98125,409,47.7262,-122.28200000000001
1190000.0,2080,98125,409,47.7134,-122.277
440000.0,2240,98125,409,47.7303,-122.329
440000.0,1880,98125,409,47.7077,-122.29899999999999
467500.0,1830,98125,409,47.7139,-122.288
371000.0,890,98125,409,47.71,-122.286
385000.0,1890,98125,409,47.7327,-122.306
327000.0,1140,98125,409,47.73,-122.31
390000.0,1140,98125,409,47.7278,-122.289
423500.0,1890,98125,409,47.73,-122.29700000000001
435000.0,2160,98125,409,47.7261,-122.306
435000.0,2230,98125,409,47.7269,-122.325
453000.0,1550,98125,409,47.7071,-122.314
396500.0,2390,98125,409,47.7244,-122.32600000000001
574500.0,1430,98125,409,47.7014,-122.31299999999999
415000.0,1630,98125,409,47.7293,-122.29
357000.0,1370,98125,409,47.7195,-122.288
305000.0,1900,98125,409,47.7037,-122.296
649950.0,1900,98125,409,47.7037,-122.296
453500.0,1550,98125,409,47.72,-122.31700000000001
525000.0,2000,98125,409,47.71100000000001,-122.30799999999999
390000.0,1080,98125,409,47.7143,-122.32
380000.0,2030,98125,409,47.7278,-122.29700000000001
324500.0,1300,98125,409,47.7238,-122.302
279000.0,1520,98125,409,47.7222,-122.305
565000.0,2560,98125,409,47.7124,-122.303
401000.0,1770,98125,409,47.7186,-122.314
500000.0,1800,98125,409,47.7264,-122.307
369500.0,1650,98125,409,47.7303,-122.29799999999999
460000.0,1430,98125,409,47.7023,-122.27600000000001
410000.0,1330,98125,409,47.7211,-122.30799999999999
325000.0,940,98125,409,47.7178,-122.318
385000.0,1560,98125,409,47.7183,-122.306
350000.0,1090,98125,409,47.703,-122.321
433000.0,1710,98125,409,47.7037,-122.29299999999999
475000.0,2870,98125,409,47.7153,-122.32700000000001
442500.0,1120,98125,409,47.7254,-122.29
740000.0,2490,98125,409,47.7206,-122.28399999999999
455000.0,1920,98125,409,47.7137,-122.315
349000.0,1150,98125,409,47.7215,-122.323
527000.0,2240,98125,409,47.7034,-122.315
465000.0,1470,98125,409,47.7048,-122.315
477000.0,1380,98125,409,47.7093,-122.306
674000.0,2320,98125,409,47.7132,-122.29299999999999
450000.0,2020,98125,409,47.7136,-122.288
522500.0,2370,98125,409,47.7258,-122.306
600000.0,2980,98125,409,47.7048,-122.279
498000.0,2360,98125,409,47.7142,-122.281
285000.0,890,98125,409,47.7118,-122.314
451000.0,1620,98125,409,47.7065,-122.29700000000001
500000.0,1520,98125,409,47.7131,-122.306
458000.0,1660,98125,409,47.7105,-122.306
328500.0,1390,98125,409,47.7227,-122.296
429950.0,2010,98125,409,47.7102,-122.281
495000.0,1810,98125,409,47.726000000000006,-122.29700000000001
350000.0,1150,98125,409,47.7298,-122.286
590000.0,2160,98125,409,47.7081,-122.27600000000001
438750.0,1610,98125,409,47.7137,-122.307
275000.0,1250,98125,409,47.7289,-122.291
380000.0,1380,98125,409,47.7134,-122.288
378000.0,1000,98125,409,47.7144,-122.319
385000.0,1340,98125,409,47.7134,-122.292
257500.0,1180,98125,409,47.7252,-122.29700000000001
306888.0,1940,98125,409,47.7297,-122.32600000000001
775000.0,3540,98125,409,47.7108,-122.277
687500.0,2450,98125,409,47.7296,-122.28399999999999
490000.0,1650,98125,409,47.7117,-122.286
650000.0,2580,98125,409,47.703,-122.28
207000.0,920,98125,409,47.7114,-122.28399999999999
237000.0,920,98125,409,47.7114,-122.28399999999999
595000.0,2250,98125,409,47.7174,-122.30799999999999
585000.0,2670,98125,409,47.7015,-122.301
710000.0,2570,98125,409,47.7216,-122.28200000000001
370000.0,2020,98125,409,47.7307,-122.29700000000001
456200.0,1210,98125,409,47.7148,-122.28200000000001
850000.0,3070,98125,409,47.7076,-122.27600000000001
325000.0,620,98125,409,47.7322,-122.3
518000.0,1780,98125,409,47.7085,-122.28299999999999
335500.0,1370,98125,409,47.7156,-122.291
565000.0,4140,98125,409,47.7302,-122.291
500000.0,1630,98125,409,47.7228,-122.314
495000.0,1890,98125,409,47.7032,-122.286
324950.0,1040,98125,409,47.7287,-122.311
337000.0,1070,98125,409,47.7207,-122.32
315275.0,1440,98125,409,47.7128,-122.306
490000.0,1930,98125,409,47.7191,-122.309
324950.0,1230,98125,409,47.7265,-122.314
699000.0,2650,98125,409,47.7113,-122.296
395000.0,2240,98125,409,47.7309,-122.305
325000.0,1352,98125,409,47.7265,-122.315
568000.0,1340,98125,409,47.7016,-122.295
342000.0,1320,98125,409,47.7223,-122.29
432500.0,1340,98125,409,47.724,-122.32700000000001
580000.0,1950,98125,409,47.7019,-122.31299999999999
427000.0,1600,98125,409,47.7258,-122.32600000000001
395000.0,950,98125,409,47.7263,-122.3
607500.0,3000,98125,409,47.7151,-122.305
390000.0,1000,98125,409,47.7142,-122.319
386500.0,2950,98125,409,47.7239,-122.31299999999999
348000.0,670,98125,409,47.7145,-122.285
600000.0,2070,98125,409,47.7316,-122.289
599950.0,2600,98125,409,47.7176,-122.302
425000.0,1190,98125,409,47.7146,-122.311
740000.0,3990,98125,409,47.7228,-122.31
522000.0,1150,98125,409,47.7106,-122.288
547000.0,1480,98125,409,47.7078,-122.288
354950.0,970,98125,409,47.718999999999994,-122.321
570000.0,2460,98125,409,47.7106,-122.285
380950.0,1430,98125,409,47.7307,-122.302
424000.0,1230,98125,409,47.7281,-122.311
622100.0,2280,98125,409,47.7054,-122.29700000000001
500000.0,1700,98125,409,47.7161,-122.31700000000001
495500.0,2130,98125,409,47.7059,-122.301
310000.0,1290,98125,409,47.7161,-122.295
2000000.0,2610,98125,409,47.7175,-122.27799999999999
635000.0,2970,98125,409,47.7118,-122.29
220000.0,1060,98125,409,47.705,-122.31299999999999
457000.0,2060,98125,409,47.7038,-122.31700000000001
364500.0,1060,98125,409,47.7317,-122.31
380000.0,700,98125,409,47.7139,-122.288
311000.0,1120,98125,409,47.7077,-122.314
518500.0,2120,98125,409,47.7085,-122.286
526000.0,2220,98125,409,47.7136,-122.29
402000.0,1580,98125,409,47.7192,-122.32
482500.0,1630,98125,409,47.7168,-122.30799999999999
525000.0,1600,98125,409,47.7111,-122.309
375000.0,1430,98125,409,47.7218,-122.29899999999999
259950.0,790,98125,409,47.7159,-122.305
485000.0,1870,98125,409,47.7045,-122.281
426000.0,1630,98125,409,47.7092,-122.291
310000.0,1870,98125,409,47.7155,-122.315
449000.0,1870,98125,409,47.7155,-122.315
1340000.0,2300,98125,409,47.7308,-122.28200000000001
495000.0,1770,98125,409,47.7218,-122.306
392500.0,1950,98125,409,47.7074,-122.29
222000.0,830,98125,409,47.7234,-122.32799999999999
